"id","city_id","name","ibge_code"
"261","261","Santa Maria do Pará","5"
"262","262","Santana do Araguaia","5"
"263","263","Santarém","5"
"264","264","Santarém Novo","5"
"265","265","Santo Antônio do Tauá","5"
"266","266","São Caetano de Odivelas","5"
"267","267","São Domingos do Araguaia","5"
"268","268","São Domingos do Capim","5"
"269","269","São Félix do Xingu","5"
"270","270","São Francisco do Pará","5"
"271","271","São Geraldo do Araguaia","5"
"272","272","São João da Ponta","5"
"273","273","São João de Pirabas","5"
"274","274","São João do Araguaia","5"
"275","275","São Miguel do Guamá","5"
"276","276","São Sebastião da Boa Vista","5"
"277","277","Sapucaia","5"
"278","278","Senador José Porfírio","5"
"279","279","Soure","5"
"280","280","Tailândia","5"
"281","281","Terra Alta","5"
"282","282","Terra Santa","5"
"283","283","Tomé-Açu","5"
"284","284","Tracuateua","5"
"285","285","Trairão","5"
"286","286","Tucumã","5"
"287","287","Tucuruí","5"
"288","288","Ulianópolis","5"
"289","289","Uruará","5"
"290","290","Vigia","5"
"291","291","Viseu","5"
"292","292","Vitória do Xingu","5"
"293","293","Xinguara","5"
"294","294","Amapá","5"
"295","295","Calçoene","5"
"296","296","Cutias","5"
"297","297","Ferreira Gomes","5"
"298","298","Itaubal","5"
"299","299","Laranjal do Jari","5"
"300","300","Macapá","5"
"301","301","Mazagão","5"
"302","302","Oiapoque","5"
"303","303","Pedra Branca do Amapari","5"
"304","304","Porto Grande","5"
"305","305","Pracuúba","5"
"306","306","Santana","5"
"307","307","Serra do Navio","5"
"308","308","Tartarugalzinho","5"
"309","309","Vitória do Jari","5"
"310","310","Abreulândia","5"
"311","311","Aguiarnópolis","5"
"312","312","Aliança do Tocantins","5"
"313","313","Almas","5"
"314","314","Alvorada","5"
"315","315","Ananás","5"
"316","316","Angico","5"
"317","317","Aparecida do Rio Negro","5"
"318","318","Aragominas","5"
"319","319","Araguacema","5"
"320","320","Araguaçu","5"
"321","321","Araguaína","5"
"322","322","Araguanã","5"
"323","323","Araguatins","5"
"324","324","Arapoema","5"
"325","325","Arraias","5"
"326","326","Augustinópolis","5"
"327","327","Aurora do Tocantins","5"
"328","328","Axixá do Tocantins","5"
"329","329","Babaçulândia","5"
"330","330","Bandeirantes do Tocantins","5"
"331","331","Barra do Ouro","5"
"332","332","Barrolândia","5"
"333","333","Bernardo Sayão","5"
"334","334","Bom Jesus do Tocantins","5"
"335","335","Brasilândia do Tocantins","5"
"336","336","Brejinho de Nazaré","5"
"337","337","Buriti do Tocantins","5"
"338","338","Cachoeirinha","5"
"339","339","Campos Lindos","5"
"340","340","Cariri do Tocantins","5"
"341","341","Carmolândia","5"
"342","342","Carrasco Bonito","5"
"343","343","Caseara","5"
"344","344","Centenário","5"
"345","345","Chapada da Natividade","5"
"346","346","Chapada de Areia","5"
"347","347","Colinas do Tocantins","5"
"348","348","Colméia","5"
"349","349","Combinado","5"
"350","350","Conceição do Tocantins","5"
"351","351","Couto de Magalhaes",""
"352","352","Cristalândia","5"
"353","353","Crixás do Tocantins","5"
"354","354","Darcinópolis","5"
"355","355","Dianópolis","5"
"356","356","Divinópolis do Tocantins","5"
"357","357","Dois Irmãos do Tocantins","5"
"358","358","Dueré","5"
"359","359","Esperantina","5"
"360","360","Fátima","5"
"361","361","Figueirópolis","5"
"362","362","Filadélfia","5"
"363","363","Formoso do Araguaia","5"
"364","364","Fortaleza do Tabocão","5"
"365","365","Goianorte","5"
"366","366","Goiatins","5"
"367","367","Guaraí","5"
"368","368","Gurupi","5"
"369","369","Ipueiras","5"
"370","370","Itacajá","5"
"371","371","Itaguatins","5"
"372","372","Itapiratins","5"
"373","373","Itaporã do Tocantins","5"
"374","374","Jaú do Tocantins","5"
"375","375","Juarina","5"
"376","376","Lagoa da Confusão","5"
"377","377","Lagoa do Tocantins","5"
"378","378","Lajeado","5"
"379","379","Lavandeira","5"
"380","380","Lizarda","5"
"381","381","Luzinópolis","5"
"382","382","Marianópolis do Tocantins","5"
"383","383","Mateiros","5"
"384","384","Maurilândia do Tocantins","5"
"385","385","Miracema do Tocantins","5"
"386","386","Miranorte","5"
"387","387","Monte do Carmo","5"
"388","388","Monte Santo do Tocantins","5"
"389","389","Muricilândia","5"
"390","390","Natividade","5"
"391","391","Nazaré","5"
"392","392","Nova Olinda","5"
"393","393","Nova Rosalândia","5"
"394","394","Novo Acordo","5"
"395","395","Novo Alegre","5"
"396","396","Novo Jardim","5"
"397","397","Oliveira de Fátima","5"
"398","398","Palmas","5"
"399","399","Palmeirante","5"
"400","400","Palmeiras do Tocantins","5"
"401","401","Palmeirópolis","5"
"402","402","Paraíso do Tocantins","5"
"403","403","Paranã","5"
"404","404","Pau D'Arco","5"
"405","405","Pedro Afonso","5"
"406","406","Peixe","5"
"407","407","Pequizeiro","5"
"408","408","Pindorama do Tocantins","5"
"409","409","Piraquê","5"
"410","410","Pium","5"
"411","411","Ponte Alta do Bom Jesus","5"
"412","412","Ponte Alta do Tocantins","5"
"413","413","Porto Alegre do Tocantins","5"
"414","414","Porto Nacional","5"
"415","415","Praia Norte","5"
"416","416","Presidente Kennedy","5"
"417","417","Pugmil","5"
"418","418","Recursolândia","5"
"419","419","Riachinho","5"
"420","420","Rio da Conceição","5"
"421","421","Rio dos Bois","5"
"422","422","Rio Sono","5"
"423","423","Sampaio","5"
"424","424","Sandolândia","5"
"425","425","Santa Fé do Araguaia","5"
"426","426","Santa Maria do Tocantins","5"
"427","427","Santa Rita do Tocantins","5"
"428","428","Santa Rosa do Tocantins","5"
"429","429","Santa Tereza do Tocantins","5"
"430","430","Santa Terezinha do Tocantins","5"
"431","431","São Bento do Tocantins","5"
"432","432","São Félix do Tocantins","5"
"433","433","São Miguel do Tocantins","5"
"434","434","São Salvador do Tocantins","5"
"435","435","São Sebastião do Tocantins","5"
"436","436","Sao Valerio da Natividade",""
"437","437","Silvanópolis","5"
"438","438","Sítio Novo do Tocantins","5"
"439","439","Sucupira","5"
"440","440","Taguatinga","5"
"441","441","Taipas do Tocantins","5"
"442","442","Talismã","5"
"443","443","Tocantínia","5"
"444","444","Tocantinópolis","5"
"445","445","Tupirama","5"
"446","446","Tupiratins","5"
"447","447","Wanderlândia","5"
"448","448","Xambioá","5"
"449","449","Açailândia","5"
"450","450","Afonso Cunha","5"
"451","451","Água Doce do Maranhão","5"
"452","452","Alcântara","5"
"453","453","Aldeias Altas","5"
"454","454","Altamira do Maranhão","5"
"455","455","Alto Alegre do Maranhão","5"
"456","456","Alto Alegre do Pindaré","5"
"457","457","Alto Parnaíba","5"
"458","458","Amapá do Maranhão","5"
"459","459","Amarante do Maranhão","5"
"460","460","Anajatuba","5"
"461","461","Anapurus","5"
"462","462","Apicum-Açu","5"
"463","463","Araguanã","5"
"464","464","Araioses","5"
"465","465","Arame","5"
"466","466","Arari","5"
"467","467","Axixá","5"
"468","468","Bacabal","5"
"469","469","Bacabeira","5"
"470","470","Bacuri","5"
"471","471","Bacurituba","5"
"472","472","Balsas","5"
"473","473","Barão de Grajaú","5"
"474","474","Barra do Corda","5"
"475","475","Barreirinhas","5"
"476","476","Bela Vista do Maranhão","5"
"477","477","Belágua","5"
"478","478","Benedito Leite","5"
"479","479","Bequimão","5"
"480","480","Bernardo do Mearim","5"
"481","481","Boa Vista do Gurupi","5"
"482","482","Bom Jardim","5"
"483","483","Bom Jesus das Selvas","5"
"484","484","Bom Lugar","5"
"485","485","Brejo","5"
"486","486","Brejo de Areia","5"
"487","487","Buriti","5"
"488","488","Buriti Bravo","5"
"489","489","Buriticupu","5"
"490","490","Buritirana","5"
"491","491","Cachoeira Grande","5"
"492","492","Cajapió","5"
"493","493","Cajari","5"
"494","494","Campestre do Maranhão","5"
"495","495","Cândido Mendes","5"
"496","496","Cantanhede","5"
"497","497","Capinzal do Norte","5"
"498","498","Carolina","5"
"499","499","Carutapera","5"
"500","500","Caxias","5"
"501","501","Cedral","5"
"502","502","Central do Maranhão","5"
"503","503","Centro do Guilherme","5"
"504","504","Centro Novo do Maranhão","5"
"505","505","Chapadinha","5"
"506","506","Cidelândia","5"
"507","507","Codó","5"
"508","508","Coelho Neto","5"
"509","509","Colinas","5"
"510","510","Conceição do Lago-Açu","5"
"511","511","Coroatá","5"
"512","512","Cururupu","5"
"513","513","Davinópolis","5"
"514","514","Dom Pedro","5"
"515","515","Duque Bacelar","5"
"516","516","Esperantinópolis","5"
"517","517","Estreito","5"
"518","518","Feira Nova do Maranhão","5"
"519","519","Fernando Falcão","5"
"520","520","Formosa da Serra Negra","5"
"521","521","Fortaleza dos Nogueiras","5"
"522","522","Fortuna","5"
"523","523","Godofredo Viana","5"
"524","524","Gonçalves Dias","5"
"525","525","Governador Archer","5"
"526","526","Governador Edison Lobão","5"
"527","527","Governador Eugênio Barros","5"
"528","528","Governador Luiz Rocha","5"
"529","529","Governador Newton Bello","5"
"530","530","Governador Nunes Freire","5"
"531","531","Graça Aranha","5"
"532","532","Grajaú","5"
"533","533","Guimarães","5"
"534","534","Humberto de Campos","5"
"535","535","Icatu","5"
"536","536","Igarapé do Meio","5"
"537","537","Igarapé Grande","5"
"538","538","Imperatriz","5"
"539","539","Itaipava do Grajaú","5"
"540","540","Itapecuru Mirim","5"
"541","541","Itinga do Maranhão","5"
"542","542","Jatobá","5"
"543","543","Jenipapo dos Vieiras","5"
"544","544","João Lisboa","5"
"545","545","Joselândia","5"
"546","546","Junco do Maranhão","5"
"547","547","Lago da Pedra","5"
"548","548","Lago do Junco","5"
"549","549","Lago dos Rodrigues","5"
"550","550","Lago Verde","5"
"551","551","Lagoa do Mato","5"
"552","552","Lagoa Grande do Maranhão","5"
"553","553","Lajeado Novo","5"
"554","554","Lima Campos","5"
"555","555","Loreto","5"
"556","556","Luís Domingues","5"
"557","557","Magalhães de Almeida","5"
"558","558","Maracaçumé","5"
"559","559","Marajá do Sena","5"
"560","560","Maranhãozinho","5"
"561","561","Mata Roma","5"
"562","562","Matinha","5"
"563","563","Matões","5"
"564","564","Matões do Norte","5"
"565","565","Milagres do Maranhão","5"
"566","566","Mirador","5"
"567","567","Miranda do Norte","5"
"568","568","Mirinzal","5"
"569","569","Monção","5"
"570","570","Montes Altos","5"
"571","571","Morros","5"
"572","572","Nina Rodrigues","5"
"573","573","Nova Colinas","5"
"574","574","Nova Iorque","5"
"575","575","Nova Olinda do Maranhão","5"
"576","576","Olho d'Água das Cunhãs","5"
"577","577","Olinda Nova do Maranhão","5"
"578","578","Paço do Lumiar","5"
"579","579","Palmeirândia","5"
"580","580","Paraibano","5"
"581","581","Parnarama","5"
"582","582","Passagem Franca","5"
"583","583","Pastos Bons","5"
"584","584","Paulino Neves","5"
"585","585","Paulo Ramos","5"
"586","586","Pedreiras","5"
"587","587","Pedro do Rosário","5"
"588","588","Penalva","5"
"589","589","Peri Mirim","5"
"590","590","Peritoró","5"
"591","591","Pindare Mirim",""
"592","592","Pinheiro","5"
"593","593","Pio XII","5"
"594","594","Pirapemas","5"
"595","595","Poção de Pedras","5"
"596","596","Porto Franco","5"
"597","597","Porto Rico do Maranhão","5"
"598","598","Presidente Dutra","5"
"599","599","Presidente Juscelino","5"
"600","600","Presidente Médici","5"
"601","601","Presidente Sarney","5"
"602","602","Presidente Vargas","5"
"603","603","Primeira Cruz","5"
"604","604","Raposa","5"
"605","605","Riachão","5"
"606","606","Ribamar Fiquene","5"
"607","607","Rosário","5"
"608","608","Sambaíba","5"
"609","609","Santa Filomena do Maranhão","5"
"610","610","Santa Helena","5"
"611","611","Santa Inês","5"
"612","612","Santa Luzia","5"
"613","613","Santa Luzia do Paruá","5"
"614","614","Santa Quitéria do Maranhão","5"
"615","615","Santa Rita","5"
"616","616","Santana do Maranhão","5"
"617","617","Santo Amaro do Maranhão","5"
"618","618","Santo Antônio dos Lopes","5"
"619","619","São Benedito do Rio Preto","5"
"620","620","São Bento","5"
"621","621","São Bernardo","5"
"622","622","São Domingos do Azeitão","5"
"623","623","São Domingos do Maranhão","5"
"624","624","São Félix de Balsas","5"
"625","625","São Francisco do Brejão","5"
"626","626","São Francisco do Maranhão","5"
"627","627","São João Batista","5"
"628","628","São João do Carú","5"
"629","629","São João do Paraíso","5"
"630","630","São João do Soter","5"
"631","631","São João dos Patos","5"
"632","632","São José de Ribamar","5"
"633","633","São José dos Basílios","5"
"634","634","São Luís","5"
"635","635","São Luís Gonzaga do Maranhão","5"
"636","636","São Mateus do Maranhão","5"
"637","637","São Pedro da Água Branca","5"
"638","638","São Pedro dos Crentes","5"
"639","639","São Raimundo das Mangabeiras","5"
"640","640","São Raimundo do Doca Bezerra","5"
"641","641","São Roberto","5"
"642","642","São Vicente Ferrer","5"
"643","643","Satubinha","5"
"644","644","Senador Alexandre Costa","5"
"645","645","Senador La Rocque","5"
"646","646","Serrano do Maranhão","5"
"647","647","Sítio Novo","5"
"648","648","Sucupira do Norte","5"
"649","649","Sucupira do Riachão","5"
"650","650","Tasso Fragoso","5"
"651","651","Timbiras","5"
"652","652","Timon","5"
"653","653","Trizidela do Vale","5"
"654","654","Tufilândia","5"
"655","655","Tuntum","5"
"656","656","Turiaçu","5"
"657","657","Turilândia","5"
"658","658","Tutóia","5"
"659","659","Urbano Santos","5"
"660","660","Vargem Grande","5"
"661","661","Viana","5"
"662","662","Vila Nova dos Martírios","5"
"663","663","Vitória do Mearim","5"
"664","664","Vitorino Freire","5"
"665","665","Zé Doca","5"
"666","666","Acauã","5"
"667","667","Agricolândia","5"
"668","668","Água Branca","5"
"669","669","Alagoinha do Piauí","5"
"670","670","Alegrete do Piauí","5"
"671","671","Alto Longá","5"
"672","672","Altos","5"
"673","673","Alvorada do Gurguéia","5"
"674","674","Amarante","5"
"675","675","Angical do Piauí","5"
"676","676","Anísio de Abreu","5"
"677","677","Antônio Almeida","5"
"678","678","Aroazes","5"
"679","679","Aroeira do Itaim",""
"680","680","Arraial","5"
"681","681","Assunção do Piauí","5"
"682","682","Avelino Lopes","5"
"683","683","Baixa Grande do Ribeiro","5"
"684","684","Barra D Alcantara",""
"685","685","Barras","5"
"686","686","Barreiras do Piauí","5"
"687","687","Barro Duro","5"
"688","688","Batalha","5"
"689","689","Bela Vista do Piauí","5"
"690","690","Belém do Piauí","5"
"691","691","Beneditinos","5"
"692","692","Bertolínia","5"
"693","693","Betânia do Piauí","5"
"694","694","Boa Hora","5"
"695","695","Bocaina","5"
"696","696","Bom Jesus","5"
"697","697","Bom Princípio do Piauí","5"
"698","698","Bonfim do Piauí","5"
"699","699","Boqueirão do Piauí","5"
"700","700","Brasileira","5"
"701","701","Brejo do Piauí","5"
"702","702","Buriti dos Lopes","5"
"703","703","Buriti dos Montes","5"
"704","704","Cabeceiras do Piauí","5"
"705","705","Cajazeiras do Piauí","5"
"706","706","Cajueiro da Praia","5"
"707","707","Caldeirão Grande do Piauí","5"
"708","708","Campinas do Piauí","5"
"709","709","Campo Alegre do Fidalgo","5"
"710","710","Campo Grande do Piauí","5"
"711","711","Campo Largo do Piauí","5"
"712","712","Campo Maior","5"
"713","713","Canavieira","5"
"714","714","Canto do Buriti","5"
"715","715","Capitão de Campos","5"
"716","716","Capitão Gervásio Oliveira","5"
"717","717","Caracol","5"
"718","718","Caraúbas do Piauí","5"
"719","719","Caridade do Piauí","5"
"720","720","Castelo do Piauí","5"
"721","721","Caxingó","5"
"722","722","Cocal","5"
"723","723","Cocal de Telha","5"
"724","724","Cocal dos Alves","5"
"725","725","Coivaras","5"
"726","726","Colônia do Gurguéia","5"
"727","727","Colônia do Piauí","5"
"728","728","Conceição do Canindé","5"
"729","729","Coronel José Dias","5"
"730","730","Corrente","5"
"731","731","Cristalândia do Piauí","5"
"732","732","Cristino Castro","5"
"733","733","Curimatá","5"
"734","734","Currais","5"
"735","735","Curral Novo do Piauí","5"
"736","736","Curralinhos","5"
"737","737","Demerval Lobão","5"
"738","738","Dirceu Arcoverde","5"
"739","739","Dom Expedito Lopes","5"
"740","740","Dom Inocêncio","5"
"741","741","Domingos Mourão","5"
"742","742","Elesbão Veloso","5"
"743","743","Eliseu Martins","5"
"744","744","Esperantina","5"
"745","745","Fartura do Piauí","5"
"746","746","Flores do Piauí","5"
"747","747","Floresta do Piauí","5"
"748","748","Floriano","5"
"749","749","Francinópolis","5"
"750","750","Francisco Ayres","5"
"751","751","Francisco Macedo","5"
"752","752","Francisco Santos","5"
"753","753","Fronteiras","5"
"754","754","Geminiano","5"
"755","755","Gilbués","5"
"756","756","Guadalupe","5"
"757","757","Guaribas","5"
"758","758","Hugo Napoleão","5"
"759","759","Ilha Grande","5"
"760","760","Inhuma","5"
"761","761","Ipiranga do Piauí","5"
"762","762","Isaías Coelho","5"
"763","763","Itainópolis","5"
"764","764","Itaueira","5"
"765","765","Jacobina do Piauí","5"
"766","766","Jaicós","5"
"767","767","Jardim do Mulato","5"
"768","768","Jatobá do Piauí","5"
"769","769","Jerumenha","5"
"770","770","João Costa","5"
"771","771","Joaquim Pires","5"
"772","772","Joca Marques","5"
"773","773","José de Freitas","5"
"774","774","Juazeiro do Piauí","5"
"775","775","Júlio Borges","5"
"776","776","Jurema","5"
"777","777","Lagoa Alegre","5"
"778","778","Lagoa de São Francisco","5"
"779","779","Lagoa do Barro do Piauí","5"
"780","780","Lagoa do Piauí","5"
"781","781","Lagoa do Sítio","5"
"782","782","Lagoinha do Piauí","5"
"783","783","Landri Sales","5"
"784","784","Luís Correia","5"
"785","785","Luzilândia","5"
"786","786","Madeiro","5"
"787","787","Manoel Emídio","5"
"788","788","Marcolândia","5"
"789","789","Marcos Parente","5"
"790","790","Massapê do Piauí","5"
"791","791","Matias Olímpio","5"
"792","792","Miguel Alves","5"
"793","793","Miguel Leão","5"
"794","794","Milton Brandão","5"
"795","795","Monsenhor Gil","5"
"796","796","Monsenhor Hipólito","5"
"797","797","Monte Alegre do Piauí","5"
"798","798","Morro Cabeça no Tempo","5"
"799","799","Morro do Chapéu do Piauí","5"
"800","800","Murici dos Portelas","5"
"801","801","Nazaré do Piauí","5"
"802","802","Nazária","5"
"803","803","Nossa Senhora de Nazaré","5"
"804","804","Nossa Senhora dos Remédios","5"
"805","805","Nova Santa Rita","5"
"806","806","Novo Oriente do Piauí","5"
"807","807","Novo Santo Antônio","5"
"808","808","Oeiras","5"
"809","809","Olho D Agua do Piaui",""
"810","810","Padre Marcos","5"
"811","811","Paes Landim","5"
"812","812","Pajeú do Piauí","5"
"813","813","Palmeira do Piauí","5"
"814","814","Palmeirais","5"
"815","815","Paquetá","5"
"816","816","Parnaguá","5"
"817","817","Parnaíba","5"
"818","818","Passagem Franca do Piauí","5"
"819","819","Patos do Piauí","5"
"820","820","Pau D'Arco do Piauí","5"
"821","821","Paulistana","5"
"822","822","Pavussu","5"
"823","823","Pedro II","5"
"824","824","Pedro Laurentino","5"
"825","825","Picos","5"
"826","826","Pimenteiras","5"
"827","827","Pio IX","5"
"828","828","Piracuruca","5"
"829","829","Piripiri","5"
"830","830","Porto","5"
"831","831","Porto Alegre do Piauí","5"
"832","832","Prata do Piauí","5"
"833","833","Queimada Nova","5"
"834","834","Redenção do Gurguéia","5"
"835","835","Regeneração","5"
"836","836","Riacho Frio","5"
"837","837","Ribeira do Piauí","5"
"838","838","Ribeiro Gonçalves","5"
"839","839","Rio Grande do Piauí","5"
"840","840","Santa Cruz do Piauí","5"
"841","841","Santa Cruz dos Milagres","5"
"842","842","Santa Filomena","5"
"843","843","Santa Luz","5"
"844","844","Santa Rosa do Piauí","5"
"845","845","Santana do Piauí","5"
"846","846","Santo Antônio de Lisboa","5"
"847","847","Santo Antônio dos Milagres","5"
"848","848","Santo Inácio do Piauí","5"
"849","849","São Braz do Piauí","5"
