"id","state_id","name","ibge_code"
"138","22","Boa Vista","1400100"
"139","22","Bonfim","1400159"
"140","22","Cantá","1400175"
"141","22","Caracaraí","1400209"
"142","22","Caroebe","1400233"
"143","22","Iracema","1400282"
"144","22","Mucajaí","1400308"
"145","22","Normandia","1400407"
"146","22","Pacaraima","1400456"
"147","22","Rorainópolis","1400472"
"148","22","São João da Baliza","1400506"
"149","22","São Luiz","1400605"
"150","22","Uiramutã","1400704"
"151","14","Abaetetuba","1500107"
"152","14","Abel Figueiredo","1500131"
"153","14","Acará","1500206"
"154","14","Afuá","1500305"
"155","14","Água Azul do Norte","1500347"
"156","14","Alenquer","1500404"
"157","14","Almeirim","1500503"
"158","14","Altamira","1500602"
"159","14","Anajás","1500701"
"160","14","Ananindeua","1500800"
"161","14","Anapu","1500859"
"162","14","Augusto Corrêa","1500909"
"163","14","Aurora do Pará","1500958"
"164","14","Aveiro","1501006"
"165","14","Bagre","1501105"
"166","14","Baião","1501204"
"167","14","Bannach","1501253"
"168","14","Barcarena","1501303"
"169","14","Belém","1501402"
"170","14","Belterra","1501451"
"171","14","Benevides","1501501"
"172","14","Bom Jesus do Tocantins","1501576"
"173","14","Bonito","1501600"
"174","14","Bragança","1501709"
"175","14","Brasil Novo","1501725"
"176","14","Brejo Grande do Araguaia","1501758"
"177","14","Breu Branco","1501782"
"178","14","Breves","1501808"
"179","14","Bujaru","1501907"
"180","14","Cachoeira do Arari","1502004"
"181","14","Cachoeira do Piriá","1501956"
"182","14","Cametá","1502103"
"183","14","Canaã Dos Carajás","1502152"
"184","14","Capanema","1502202"
"185","14","Capitão Poço","1502301"
"186","14","Castanhal","1502400"
"187","14","Chaves","1502509"
"188","14","Colares","1502608"
"189","14","Conceição do Araguaia","1502707"
"190","14","Concórdia do Pará","1502756"
"191","14","Cumaru do Norte","1502764"
"192","14","Curionópolis","1502772"
"193","14","Curralinho","1502806"
"194","14","Curuá","1502855"
"195","14","Curuçá","1502905"
"196","14","Dom Eliseu","1502939"
"197","14","Eldorado Dos Carajás","1502954"
"198","14","Faro","1503002"
"199","14","Floresta do Araguaia","1503044"
"200","14","Garrafão do Norte","1503077"
"201","14","Goianésia do Pará","1503093"
"202","14","Gurupá","1503101"
"203","14","Igarapé-açu","1503200"
"204","14","Igarapé-miri","1503309"
"205","14","Inhangapi","1503408"
"206","14","Ipixuna do Pará","1503457"
"207","14","Irituia","1503507"
"208","14","Itaituba","1503606"
"209","14","Itupiranga","1503705"
"210","14","Jacareacanga","1503754"
"211","14","Jacundá","1503804"
"212","14","Juruti","1503903"
"213","14","Limoeiro do Ajuru","1504000"
"214","14","Mãe do Rio","1504059"
"215","14","Magalhães Barata","1504109"
"216","14","Marabá","1504208"
"217","14","Maracanã","1504307"
"218","14","Marapanim","1504406"
"219","14","Marituba","1504422"
"220","14","Medicilândia","1504455"
"221","14","Melgaço","1504505"
"222","14","Mocajuba","1504604"
"223","14","Moju","1504703"
"224","14","Monte Alegre","1504802"
"225","14","Muaná","1504901"
"226","14","Nova Esperança do Piriá","1504950"
"227","14","Nova Ipixuna","1504976"
"228","14","Nova Timboteua","1505007"
"229","14","Novo Progresso","1505031"
"230","14","Novo Repartimento","1505064"
"231","14","Óbidos","1505106"
"232","14","Oeiras do Pará","1505205"
"233","14","Oriximiná","1505304"
"234","14","Ourém","1505403"
"235","14","Ourilândia do Norte","1505437"
"236","14","Pacajá","1505486"
"237","14","Palestina do Pará","1505494"
"238","14","Paragominas","1505502"
"239","14","Parauapebas","1505536"
"240","14","Pau D'arco","1505551"
"241","14","Peixe-boi","1505601"
"242","14","Piçarra","1505635"
"243","14","Placas","1505650"
"244","14","Ponta de Pedras","1505700"
"245","14","Portel","1505809"
"246","14","Porto de Moz","1505908"
"247","14","Prainha","1506005"
"248","14","Primavera","1506104"
"249","14","Quatipuru","1506112"
"250","14","Redenção","1506138"
"251","14","Rio Maria","1506161"
"252","14","Rondon do Pará","1506187"
"253","14","Rurópolis","1506195"
"254","14","Salinópolis","1506203"
"255","14","Salvaterra","1506302"
"256","14","Santa Bárbara do Pará","1506351"
"257","14","Santa Cruz do Arari","1506401"
"258","14","Santa Isabel do Para","150650"
"259","14","Santa Luzia do Pará","1506559"
"260","14","Santa Maria Das Barreiras","1506583"
"261","14","Santa Maria do Pará","1506609"
"262","14","Santana do Araguaia","1506708"
"263","14","Santarém","1506807"
"264","14","Santarém Novo","1506906"
"265","14","Santo Antônio do Tauá","1507003"
"266","14","São Caetano de Odivelas","1507102"
"267","14","São Domingos do Araguaia","1507151"
"268","14","São Domingos do Capim","1507201"
"269","14","São Félix do Xingu","1507300"
"270","14","São Francisco do Pará","1507409"
"271","14","São Geraldo do Araguaia","1507458"
"272","14","São João da Ponta","1507466"
"273","14","São João de Pirabas","1507474"
"274","14","São João do Araguaia","1507508"
"275","14","São Miguel do Guamá","1507607"
"276","14","São Sebastião da Boa Vista","1507706"
"277","14","Sapucaia","1507755"
"278","14","Senador José Porfírio","1507805"
"279","14","Soure","1507904"
"280","14","Tailândia","1507953"
"281","14","Terra Alta","1507961"
"282","14","Terra Santa","1507979"
"283","14","Tomé-açu","1508001"
"284","14","Tracuateua","1508035"
"285","14","Trairão","1508050"
"286","14","Tucumã","1508084"
"287","14","Tucuruí","1508100"
"288","14","Ulianópolis","1508126"
"289","14","Uruará","1508159"
"290","14","Vigia","1508209"
"291","14","Viseu","1508308"
"292","14","Vitória do Xingu","1508357"
"293","14","Xinguara","1508407"
"294","4","Amapá","1600105"
"295","4","Calçoene","1600204"
"296","4","Cutias","1600212"
"297","4","Ferreira Gomes","1600238"
"298","4","Itaubal","1600253"
"299","4","Laranjal do Jari","1600279"
"300","4","Macapá","1600303"
"301","4","Mazagão","1600402"
"302","4","Oiapoque","1600501"
"303","4","Pedra Branca do Amapari","1600154"
"304","4","Porto Grande","1600535"
"305","4","Pracuúba","1600550"
"306","4","Santana","1600600"
"307","4","Serra do Navio","1600055"
"308","4","Tartarugalzinho","1600709"
"309","4","Vitória do Jari","1600808"
"310","27","Abreulândia","1700251"
"311","27","Aguiarnópolis","1700301"
"312","27","Aliança do Tocantins","1700350"
"313","27","Almas","1700400"
"314","27","Alvorada","1700707"
"315","27","Ananás","1701002"
"316","27","Angico","1701051"
"317","27","Aparecida do Rio Negro","1701101"
"318","27","Aragominas","1701309"
"319","27","Araguacema","1701903"
"320","27","Araguaçu","1702000"
"321","27","Araguaína","1702109"
"322","27","Araguanã","1702158"
"323","27","Araguatins","1702208"
"324","27","Arapoema","1702307"
"325","27","Arraias","1702406"
"326","27","Augustinópolis","1702554"
"327","27","Aurora do Tocantins","1702703"
"328","27","Axixá do Tocantins","1702901"
"329","27","Babaçulândia","1703008"
"330","27","Bandeirantes do Tocantins","1703057"
"331","27","Barra do Ouro","1703073"
"332","27","Barrolândia","1703107"
"333","27","Bernardo Sayão","1703206"
"334","27","Bom Jesus do Tocantins","1703305"
"335","27","Brasilândia do Tocantins","1703602"
"336","27","Brejinho de Nazaré","1703701"
"337","27","Buriti do Tocantins","1703800"
"338","27","Cachoeirinha","1703826"
"339","27","Campos Lindos","1703842"
"340","27","Cariri do Tocantins","1703867"
"341","27","Carmolândia","1703883"
"342","27","Carrasco Bonito","1703891"
"343","27","Caseara","1703909"
"344","27","Centenário","1704105"
"345","27","Chapada da Natividade","1705102"
"346","27","Chapada de Areia","1704600"
"347","27","Colinas do Tocantins","1705508"
"348","27","Colméia","1716703"
"349","27","Combinado","1705557"
"350","27","Conceição do Tocantins","1705607"
"351","27","Couto de Magalhaes",""
"352","27","Cristalândia","1706100"
"353","27","Crixás do Tocantins","1706258"
"354","27","Darcinópolis","1706506"
"355","27","Dianópolis","1707009"
"356","27","Divinópolis do Tocantins","1707108"
"357","27","Dois Irmãos do Tocantins","1707207"
"358","27","Dueré","1707306"
"359","27","Esperantina","1707405"
"360","27","Fátima","1707553"
"361","27","Figueirópolis","1707652"
"362","27","Filadélfia","1707702"
"363","27","Formoso do Araguaia","1708205"
"364","27","Fortaleza do Tabocão","1708254"
"365","27","Goianorte","1708304"
"366","27","Goiatins","1709005"
"367","27","Guaraí","1709302"
"368","27","Gurupi","1709500"
"369","27","Ipueiras","1709807"
"370","27","Itacajá","1710508"
"371","27","Itaguatins","1710706"
"372","27","Itapiratins","1710904"
"373","27","Itaporã do Tocantins","1711100"
"374","27","Jaú do Tocantins","1711506"
"375","27","Juarina","1711803"
"376","27","Lagoa da Confusão","1711902"
"377","27","Lagoa do Tocantins","1711951"
"378","27","Lajeado","1712009"
"379","27","Lavandeira","1712157"
"380","27","Lizarda","1712405"
"381","27","Luzinópolis","1712454"
"382","27","Marianópolis do Tocantins","1712504"
"383","27","Mateiros","1712702"
"384","27","Maurilândia do Tocantins","1712801"
"385","27","Miracema do Tocantins","1713205"
"386","27","Miranorte","1713304"
"387","27","Monte do Carmo","1713601"
"388","27","Monte Santo do Tocantins","1713700"
"389","27","Muricilândia","1713957"
"390","27","Natividade","1714203"
"391","27","Nazaré","1714302"
"392","27","Nova Olinda","1714880"
"393","27","Nova Rosalândia","1715002"
"394","27","Novo Acordo","1715101"
"395","27","Novo Alegre","1715150"
"396","27","Novo Jardim","1715259"
"397","27","Oliveira de Fátima","1715507"
"398","27","Palmas","1721000"
"399","27","Palmeirante","1715705"
"400","27","Palmeiras do Tocantins","1713809"
"401","27","Palmeirópolis","1715754"
"402","27","Paraíso do Tocantins","1716109"
"403","27","Paranã","1716208"
"404","27","Pau D'arco","1716307"
"405","27","Pedro Afonso","1716505"
"406","27","Peixe","1716604"
"407","27","Pequizeiro","1716653"
"408","27","Pindorama do Tocantins","1717008"
"409","27","Piraquê","1717206"
"410","27","Pium","1717503"
"411","27","Ponte Alta do Bom Jesus","1717800"
"412","27","Ponte Alta do Tocantins","1717909"
"413","27","Porto Alegre do Tocantins","1718006"
"414","27","Porto Nacional","1718204"
"415","27","Praia Norte","1718303"
"416","27","Presidente Kennedy","1718402"
"417","27","Pugmil","1718451"
"418","27","Recursolândia","1718501"
"419","27","Riachinho","1718550"
"420","27","Rio da Conceição","1718659"
"421","27","Rio Dos Bois","1718709"
"422","27","Rio Sono","1718758"
"423","27","Sampaio","1718808"
"424","27","Sandolândia","1718840"
"425","27","Santa fé do Araguaia","1718865"
"426","27","Santa Maria do Tocantins","1718881"
"427","27","Santa Rita do Tocantins","1718899"
"428","27","Santa Rosa do Tocantins","1718907"
"429","27","Santa Tereza do Tocantins","1719004"
"430","27","Santa Terezinha do Tocantins","1720002"
"431","27","São Bento do Tocantins","1720101"
"432","27","São Félix do Tocantins","1720150"
"433","27","São Miguel do Tocantins","1720200"
"434","27","São Salvador do Tocantins","1720259"
"435","27","São Sebastião do Tocantins","1720309"
"436","27","Sao Valerio da Natividade",""
"437","27","Silvanópolis","1720655"
"438","27","Sítio Novo do Tocantins","1720804"
"439","27","Sucupira","1720853"
"440","27","Taguatinga","1720903"
"441","27","Taipas do Tocantins","1720937"
"442","27","Talismã","1720978"
"443","27","Tocantínia","1721109"
"444","27","Tocantinópolis","1721208"
"445","27","Tupirama","1721257"
"446","27","Tupiratins","1721307"
"447","27","Wanderlândia","1722081"
"448","27","Xambioá","1722107"
"449","10","Açailândia","2100055"
"450","10","Afonso Cunha","2100105"
"451","10","Água Doce do Maranhão","2100154"
"452","10","Alcântara","2100204"
"453","10","Aldeias Altas","2100303"
"454","10","Altamira do Maranhão","2100402"
"455","10","Alto Alegre do Maranhão","2100436"
"456","10","Alto Alegre do Pindaré","2100477"
"457","10","Alto Parnaíba","2100501"
"458","10","Amapá do Maranhão","2100550"
"459","10","Amarante do Maranhão","2100600"
"460","10","Anajatuba","2100709"
"461","10","Anapurus","2100808"
"462","10","Apicum-açu","2100832"
"463","10","Araguanã","2100873"
"464","10","Araioses","2100907"
"465","10","Arame","2100956"
"466","10","Arari","2101004"
"467","10","Axixá","2101103"
"468","10","Bacabal","2101202"
"469","10","Bacabeira","2101251"
"470","10","Bacuri","2101301"
"471","10","Bacurituba","2101350"
"472","10","Balsas","2101400"
"473","10","Barão de Grajaú","2101509"
"474","10","Barra do Corda","2101608"
"475","10","Barreirinhas","2101707"
"476","10","Bela Vista do Maranhão","2101772"
"477","10","Belágua","2101731"
"478","10","Benedito Leite","2101806"
"479","10","Bequimão","2101905"
"480","10","Bernardo do Mearim","2101939"
"481","10","Boa Vista do Gurupi","2101970"
"482","10","Bom Jardim","2102002"
"483","10","Bom Jesus Das Selvas","2102036"
"484","10","Bom Lugar","2102077"
"485","10","Brejo","2102101"
"486","10","Brejo de Areia","2102150"
"487","10","Buriti","2102200"
"488","10","Buriti Bravo","2102309"
"489","10","Buriticupu","2102325"
"490","10","Buritirana","2102358"
"491","10","Cachoeira Grande","2102374"
"492","10","Cajapió","2102408"
"493","10","Cajari","2102507"
"494","10","Campestre do Maranhão","2102556"
"495","10","Cândido Mendes","2102606"
"496","10","Cantanhede","2102705"
"497","10","Capinzal do Norte","2102754"
"498","10","Carolina","2102804"
"499","10","Carutapera","2102903"
"500","10","Caxias","2103000"
"501","10","Cedral","2103109"
"502","10","Central do Maranhão","2103125"
"503","10","Centro do Guilherme","2103158"
"504","10","Centro Novo do Maranhão","2103174"
"505","10","Chapadinha","2103208"
"506","10","Cidelândia","2103257"
"507","10","Codó","2103307"
"508","10","Coelho Neto","2103406"
"509","10","Colinas","2103505"
"510","10","Conceição do Lago-açu","2103554"
"511","10","Coroatá","2103604"
"512","10","Cururupu","2103703"
"513","10","Davinópolis","2103752"
"514","10","Dom Pedro","2103802"
"515","10","Duque Bacelar","2103901"
"516","10","Esperantinópolis","2104008"
"517","10","Estreito","2104057"
"518","10","Feira Nova do Maranhão","2104073"
"519","10","Fernando Falcão","2104081"
"520","10","Formosa da Serra Negra","2104099"
"521","10","Fortaleza Dos Nogueiras","2104107"
"522","10","Fortuna","2104206"
"523","10","Godofredo Viana","2104305"
"524","10","Gonçalves Dias","2104404"
"525","10","Governador Archer","2104503"
"526","10","Governador Edison Lobão","2104552"
"527","10","Governador Eugênio Barros","2104602"
"528","10","Governador Luiz Rocha","2104628"
"529","10","Governador Newton Bello","2104651"
"530","10","Governador Nunes Freire","2104677"
"531","10","Graça Aranha","2104701"
"532","10","Grajaú","2104800"
"533","10","Guimarães","2104909"
"534","10","Humberto de Campos","2105005"
"535","10","Icatu","2105104"
"536","10","Igarapé do Meio","2105153"
"537","10","Igarapé Grande","2105203"
"538","10","Imperatriz","2105302"
"539","10","Itaipava do Grajaú","2105351"
"540","10","Itapecuru Mirim","2105401"
"541","10","Itinga do Maranhão","2105427"
"542","10","Jatobá","2105450"
"543","10","Jenipapo Dos Vieiras","2105476"
"544","10","João Lisboa","2105500"
"545","10","Joselândia","2105609"
"546","10","Junco do Maranhão","2105658"
"547","10","Lago da Pedra","2105708"
"548","10","Lago do Junco","2105807"
"549","10","Lago Dos Rodrigues","2105948"
"550","10","Lago Verde","2105906"
"551","10","Lagoa do Mato","2105922"
"552","10","Lagoa Grande do Maranhão","2105963"
"553","10","Lajeado Novo","2105989"
"554","10","Lima Campos","2106003"
"555","10","Loreto","2106102"
"556","10","Luís Domingues","2106201"
"557","10","Magalhães de Almeida","2106300"
"558","10","Maracaçumé","2106326"
"559","10","Marajá do Sena","2106359"
"560","10","Maranhãozinho","2106375"
"561","10","Mata Roma","2106409"
"562","10","Matinha","2106508"
"563","10","Matões","2106607"
"564","10","Matões do Norte","2106631"
"565","10","Milagres do Maranhão","2106672"
"566","10","Mirador","2106706"
"567","10","Miranda do Norte","2106755"
"568","10","Mirinzal","2106805"
"569","10","Monção","2106904"
"570","10","Montes Altos","2107001"
"571","10","Morros","2107100"
"572","10","Nina Rodrigues","2107209"
"573","10","Nova Colinas","2107258"
"574","10","Nova Iorque","2107308"
"575","10","Nova Olinda do Maranhão","2107357"
"576","10","Olho D'água Das Cunhãs","2107407"
"577","10","Olinda Nova do Maranhão","2107456"
"578","10","Paço do Lumiar","2107506"
"579","10","Palmeirândia","2107605"
"580","10","Paraibano","2107704"
"581","10","Parnarama","2107803"
"582","10","Passagem Franca","2107902"
"583","10","Pastos Bons","2108009"
"584","10","Paulino Neves","2108058"
"585","10","Paulo Ramos","2108108"
"586","10","Pedreiras","2108207"
"587","10","Pedro do Rosário","2108256"
"588","10","Penalva","2108306"
"589","10","Peri Mirim","2108405"
"590","10","Peritoró","2108454"
"591","10","Pindare Mirim",""
"592","10","Pinheiro","2108603"
"593","10","Pio Xii","2108702"
"594","10","Pirapemas","2108801"
"595","10","Poção de Pedras","2108900"
"596","10","Porto Franco","2109007"
"597","10","Porto Rico do Maranhão","2109056"
"598","10","Presidente Dutra","2109106"
"599","10","Presidente Juscelino","2109205"
"600","10","Presidente Médici","2109239"
"601","10","Presidente Sarney","2109270"
"602","10","Presidente Vargas","2109304"
"603","10","Primeira Cruz","2109403"
"604","10","Raposa","2109452"
"605","10","Riachão","2109502"
"606","10","Ribamar Fiquene","2109551"
"607","10","Rosário","2109601"
"608","10","Sambaíba","2109700"
"609","10","Santa Filomena do Maranhão","2109759"
"610","10","Santa Helena","2109809"
"611","10","Santa Inês","2109908"
"612","10","Santa Luzia","2110005"
"613","10","Santa Luzia do Paruá","2110039"
"614","10","Santa Quitéria do Maranhão","2110104"
"615","10","Santa Rita","2110203"
"616","10","Santana do Maranhão","2110237"
"617","10","Santo Amaro do Maranhão","2110278"
"618","10","Santo Antônio Dos Lopes","2110302"
"619","10","São Benedito do Rio Preto","2110401"
"620","10","São Bento","2110500"
"621","10","São Bernardo","2110609"
"622","10","São Domingos do Azeitão","2110658"
"623","10","São Domingos do Maranhão","2110708"
"624","10","São Félix de Balsas","2110807"
"625","10","São Francisco do Brejão","2110856"
"626","10","São Francisco do Maranhão","2110906"
"627","10","São João Batista","2111003"
"628","10","São João do Carú","2111029"
"629","10","São João do Paraíso","2111052"
"630","10","São João do Soter","2111078"
"631","10","São João Dos Patos","2111102"
"632","10","São José de Ribamar","2111201"
"633","10","São José Dos Basílios","2111250"
"634","10","São Luís","2111300"
"635","10","São Luís Gonzaga do Maranhão","2111409"
"636","10","São Mateus do Maranhão","2111508"
"637","10","São Pedro da Água Branca","2111532"
"638","10","São Pedro Dos Crentes","2111573"
"639","10","São Raimundo Das Mangabeiras","2111607"
"640","10","São Raimundo do Doca Bezerra","2111631"
"641","10","São Roberto","2111672"
"642","10","São Vicente Ferrer","2111706"
"643","10","Satubinha","2111722"
"644","10","Senador Alexandre Costa","2111748"
"645","10","Senador la Rocque","2111763"
"646","10","Serrano do Maranhão","2111789"
"647","10","Sítio Novo","2111805"
"648","10","Sucupira do Norte","2111904"
"649","10","Sucupira do Riachão","2111953"
"650","10","Tasso Fragoso","2112001"
"651","10","Timbiras","2112100"
"652","10","Timon","2112209"
"653","10","Trizidela do Vale","2112233"
"654","10","Tufilândia","2112274"
"655","10","Tuntum","2112308"
"656","10","Turiaçu","2112407"
"657","10","Turilândia","2112456"
"658","10","Tutóia","2112506"
"659","10","Urbano Santos","2112605"
"660","10","Vargem Grande","2112704"
"661","10","Viana","2112803"
"662","10","Vila Nova Dos Martírios","2112852"
"663","10","Vitória do Mearim","2112902"
"664","10","Vitorino Freire","2113009"
"665","10","zé Doca","2114007"
"666","17","Acauã","2200053"
"667","17","Agricolândia","2200103"
"668","17","Água Branca","2200202"
"669","17","Alagoinha do Piauí","2200251"
"670","17","Alegrete do Piauí","2200277"
"671","17","Alto Longá","2200301"
"672","17","Altos","2200400"
"673","17","Alvorada do Gurguéia","2200459"
"674","17","Amarante","2200509"
"675","17","Angical do Piauí","2200608"
"676","17","Anísio de Abreu","2200707"
"677","17","Antônio Almeida","2200806"
"678","17","Aroazes","2200905"
"679","17","Aroeira do Itaim",""
"680","17","Arraial","2201002"
"681","17","Assunção do Piauí","2201051"
"682","17","Avelino Lopes","2201101"
"683","17","Baixa Grande do Ribeiro","2201150"
"684","17","Barra D'alcântara","2201176"
"685","17","Barras","2201200"
"686","17","Barreiras do Piauí","2201309"
"687","17","Barro Duro","2201408"
"688","17","Batalha","2201507"
"689","17","Bela Vista do Piauí","2201556"
"690","17","Belém do Piauí","2201572"
"691","17","Beneditinos","2201606"
"692","17","Bertolínia","2201705"
"693","17","Betânia do Piauí","2201739"
"694","17","Boa Hora","2201770"
"695","17","Bocaina","2201804"
"696","17","Bom Jesus","2201903"
"697","17","Bom Princípio do Piauí","2201919"
"698","17","Bonfim do Piauí","2201929"
"699","17","Boqueirão do Piauí","2201945"
"700","17","Brasileira","2201960"
"701","17","Brejo do Piauí","2201988"
"702","17","Buriti Dos Lopes","2202000"
"703","17","Buriti Dos Montes","2202026"
"704","17","Cabeceiras do Piauí","2202059"
"705","17","Cajazeiras do Piauí","2202075"
"706","17","Cajueiro da Praia","2202083"
"707","17","Caldeirão Grande do Piauí","2202091"
"708","17","Campinas do Piauí","2202109"
"709","17","Campo Alegre do Fidalgo","2202117"
"710","17","Campo Grande do Piauí","2202133"
"711","17","Campo Largo do Piauí","2202174"
"712","17","Campo Maior","2202208"
"713","17","Canavieira","2202251"
"714","17","Canto do Buriti","2202307"
"715","17","Capitão de Campos","2202406"
"716","17","Capitão Gervásio Oliveira","2202455"
"717","17","Caracol","2202505"
"718","17","Caraúbas do Piauí","2202539"
"719","17","Caridade do Piauí","2202554"
"720","17","Castelo do Piauí","2202604"
"721","17","Caxingó","2202653"
"722","17","Cocal","2202703"
"723","17","Cocal de Telha","2202711"
"724","17","Cocal Dos Alves","2202729"
"725","17","Coivaras","2202737"
"726","17","Colônia do Gurguéia","2202752"
"727","17","Colônia do Piauí","2202778"
"728","17","Conceição do Canindé","2202802"
"729","17","Coronel José Dias","2202851"
"730","17","Corrente","2202901"
"731","17","Cristalândia do Piauí","2203008"
"732","17","Cristino Castro","2203107"
"733","17","Curimatá","2203206"
"734","17","Currais","2203230"
"735","17","Curral Novo do Piauí","2203271"
"736","17","Curralinhos","2203255"
"737","17","Demerval Lobão","2203305"
"738","17","Dirceu Arcoverde","2203354"
"739","17","Dom Expedito Lopes","2203404"
"740","17","Dom Inocêncio","2203453"
"741","17","Domingos Mourão","2203420"
"742","17","Elesbão Veloso","2203503"
"743","17","Eliseu Martins","2203602"
"744","17","Esperantina","2203701"
"745","17","Fartura do Piauí","2203750"
"746","17","Flores do Piauí","2203800"
"747","17","Floresta do Piauí","2203859"
"748","17","Floriano","2203909"
"749","17","Francinópolis","2204006"
"750","17","Francisco Ayres","2204105"
"751","17","Francisco Macedo","2204154"
"752","17","Francisco Santos","2204204"
"753","17","Fronteiras","2204303"
"754","17","Geminiano","2204352"
"755","17","Gilbués","2204402"
"756","17","Guadalupe","2204501"
"757","17","Guaribas","2204550"
"758","17","Hugo Napoleão","2204600"
"759","17","Ilha Grande","2204659"
"760","17","Inhuma","2204709"
"761","17","Ipiranga do Piauí","2204808"
"762","17","Isaías Coelho","2204907"
