63;FACULDADE DE CIENCIAS DE BARRETOS;2;4;3505500
64;FACULDADE DE ENGENHARIA DE BARRETOS;2;4;3505500
65;FACULDADE DE ODONTOLOGIA DE BARRETOS;2;4;3505500
66;FACULDADE DE DIREITO E ADMINISTRACAO DE BARRETOS;2;4;3505500
67;ESCOLA DE ENGENHARIA DE PIRACICABA;1;3;3538709
68;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE PENAPOLIS;1;4;3537305
71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;1;2;2408003
72;FACULDADE DE FORMACAO DE PROFESSORES DA MATA SUL;1;3;2610004
73;CENTRO DE ENSINO SUPERIOR DE ARCOVERDE;1;3;2601201
74;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE SAO JOSE DO RIO PARDO;1;3;3549706
75;FACULDADE ESTADUAL DE EDUCACAO CIENCIAS E LETRAS DE PARANAVAI;2;2;4118402
76;UNIVERSIDADE REGIONAL DE BLUMENAU;1;3;4202404
77;FACULDADE DA REGIAO DOS LAGOS;1;4;3300704
78;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE ALEGRE;1;3;3200201
79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;1;3;3511102
80;CENTRO UNIVERSITARIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI;1;4;4214805
81;UNIVERSIDADE DA REGIAO DE JOINVILLE;1;4;4209102
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;1;4;4209003
83;UNIVERSIDADE DO VALE DO ITAJAI;1;4;4208203
84;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE MACAE;2;4;3302403
85;FACULDADE DE FILOSOFIA DE ITAPERUNA;2;4;3302205
86;FACULDADE DE CIENCIAS HUMANAS E SOCIAIS PADRE HUMBERTO;2;4;3302205
87;CENTRO UNIVERSITARIO DE BRUSQUE;1;4;4202909
88;FACULDADE DE FORMACAO DE PROFESSORES DE PENEDO;2;4;2706703
89;FUNDACAO FACULDADES LUIZ MENEGHEL;2;2;4102406
90;ESCOLA SUPERIOR DE EDUCACAO CIENCIAS E LETRAS DE RIO VERDE;2;4;5218805
91;ESCOLA SUPERIOR DE CIENCIAS AGRARIAS DE RIO VERDE;2;4;5218805
92;ESCOLA SUPERIOR CIENCIAS HUMANAS E EXATAS DE RIO VERDE;2;4;5218805
93;FACULDADE DE MEDICINA DE JUNDIAI;1;3;3525904
94;ESCOLA SUPERIOR DE EDUCACAO FISICA DE JUNDIAI;1;3;3525904
95;UNIVERSIDADE ESTADUAL VALE DO ACARAU;1;2;2312908
96;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS PROFESSOR JOSE AUGUSTO VIEIRA;2;4;3139003
97;ESCOLA SUPERIOR DE AGRICULTURA E CIENCIAS DE MACHADO;2;4;3139003
98;FACULDADE DE ADMINISTRACAO E FINANCAS DE MACHADO;2;4;3139003
99;FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE;1;4;3118304
100;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE ARAXA;2;3;3104007
101;FACULDADE DE CIENCIAS GERENCIAIS DO ALTO PARANAIBA;2;3;3104007
102;FACULDADE DE DIREITO DO ALTO PARANAIBA;2;3;3104007
103;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE ARAGUARI;2;4;3103504
104;FACULDADE DE CIENCIAS ECONOMICAS DE PATOS;2;4;2510808
105;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE PATOS;2;4;2510808
106;FACULDADE DE EDUCACAO DE PATOS;2;4;2510808
107;UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI;1;1;3162500
108;ESCOLA SUPERIOR DE EDUCACAO FISICA E TECNICAS DESPORTIVAS DE ANDRADINA;2;4;3502101
109;FACULDADES INTEGRADAS RUI BARBOSA;1;4;3502101
110;FACULDADE DE DIREITO DE SETE LAGOAS;2;4;3167202
111;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE SETE LAGOAS;2;4;3167202
122;FACULDADE DE ENGENHARIA DE AGRIMENSURA DE ARARAQUARA;2;4;3503208
123;FACULDADE DE ENGENHARIA CIVIL DE ARARAQUARA;2;4;3503208
124;UNIVERSIDADE DE ARARAQUARA;1;4;3503208
125;CENTRO UNIVERSITARIO DE ARARAS;1;4;3503307
126;INSTITUTO NACIONAL DE TELECOMUNICACOES;1;4;3159605
127;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE ATIBAIA;2;4;3504107
128;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE TEOFILO OTONI;2;4;3168606
129;FACULDADE DE DIREITO DE TEOFILO OTONI;2;4;3168606
130;FACULDADE DE ADMINISTRACAO DE TEOFILO OTONI;2;4;3168606
131;FACULDADE DE TECNOLOGIA DO BRASIL;1;4;3505302
132;FACULDADE DE EDUCACAO ANTONIO AUGUSTO REIS NEVES;2;4;3505500
133;FACULDADE DE CIENCIAS CONTABEIS DE BARRETOS;2;4;3505500
134;FACULDADE DE TECNOLOGIA E PROCESSAMENTO DE DADOS BARRETOS;2;4;3505500
135;CLARETIANO  CENTRO UNIVERSITARIO;1;4;3505906
136;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE BEBEDOURO;2;4;3506102
137;CENTRO UNIVERSITARIO SAGRADO CORACAO;1;4;3506003
138;CENTRO UNIVERSITARIO BARAO DE MAUA;1;4;3543402
139;FACULDADE UNIBRASILIA DE CIENCIAS ECONOMICAS DE MINAS GERAIS;1;4;3170107
140;UNIVERSIDADE DE VASSOURAS;1;4;3306206
141;FACULDADE DE DIREITO DE VARGINHA  FADIVA;1;4;3170701
142;CENTRO UNIVERSITARIO DO TRIANGULO;1;4;3170206
143;UNIVERSIDADE DE UBERABA;1;4;3170107
144;FACULDADE DE CIENCIAS HUMANAS DE OLINDA;1;4;2609600
145;FACULDADE DE CIENCIAS HUMANAS E SOCIAIS;2;4;3304557
146;CENTRO UNIVERSITARIO DE RIO PRETO;1;4;3549805
149;FACULDADE DE MEDICINA DE SAO JOSE DO RIO PRETO;1;2;3549805
150;UNIVERSIDADE DE SOROCABA;1;4;3552205
151;ESCOLA DE ADMINISTRACAO DE EMPRESAS DE SAO PAULO  FGV EAESP;1;4;3550308
152;FACULDADE DE CIENCIAS CONTABEIS;1;4;2927408
158;CONSERVATORIO BRASILEIRO DE MUSICA  CENTRO UNIVERSITARIO BRASILEIRO DE EDUCACAO;1;4;3304557
159;FACULDADE NOVA ROMA CARUARU;1;4;2604106
160;FACULDADE FRASSINETTI DO RECIFE;1;4;2611606
161;CENTRO UNIVERSITARIO ASSUNCAO;1;4;3550308
162;CENTRO UNIVERSITARIO BELAS ARTES DE SAO PAULO;1;4;3550308
163;UNIVERSIDADE ESTACIO DE SA;1;4;3304557
165;UNIVERSIDADE VEIGA DE ALMEIDA;1;4;3304557
166;FAI  CENTRO DE ENSINO SUPERIOR EM GESTAO TECNOLOGIA E EDUCACAO;1;4;3159605
167;UNIVERSIDADE METODISTA DE SAO PAULO;1;4;3548708
170;FUNVIC  FACULDADE FUNVIC DE MOCOCA;1;4;3530508
171;FACULDADE DE DIREITO DO SUL DE MINAS;1;4;3152501
172;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS EUGENIO PACELLI;2;4;3152501
173;FACULDADE DE CIENCIAS MEDICAS DR JOSE ANTONIO GARCIA COUTINHO;2;4;3152501
174;INSTITUTO SUPERIOR DE ESTUDOS SOCIAIS CLOVIS BEVILACQUA;2;4;3304557
176;UNIVERSIDADE CASTELO BRANCO;1;4;3304557
177;FACULDADE DE CIENCIAS ECONOMICAS E DE ADMINISTRACAO DE EMPRESAS DE SAO JOSE DO RIO PRETO;2;4;3549805
178;FACULDADE DE ENGENHARIA DE SAO JOSE DO RIO PRETO;2;4;3549805
179;FACULDADE DE ARQUITETURA E URBANISMO DE SAO JOSE DO RIO PRETO;2;4;3549805
180;FACULDADE DE DIREITO DE CARUARU;2;4;2604106
181;FACULDADE DE ODONTOLOGIA DE CARUARU;2;4;2604106
190;ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDACAO TECNICOEDUCACIONAL SOUZA MARQUES;1;4;3304557
191;FACULDADE DE CIENCIAS CONTABEIS E DE ADMINISTRACAO DE EMPRESAS;1;4;3304557
192;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS SOUZA MARQUES;1;4;3304557
193;FACULDADE DE ENGENHARIA SOUZA MARQUES;1;4;3304557
194;ESCOLA DE ENFERMAGEM DA FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES;1;4;3304557
195;FACULDADE PRESBITERIANA MACKENZIE RIO;1;4;3304557
197;FACULDADE DE EDUCACAO SUPERIOR DO PARANA;1;4;4106902
198;CENTRO UNIVERSITARIO DA CIDADE;2;4;3304557
199;FACULDADE SAO LUIS;2;4;3550308
200;FACULDADE CASPER LIBERO;1;4;3550308
201;FACULDADE BRASILEIRA DE CIENCIAS JURIDICAS;2;4;3304557
202;FACULDADE DO RIO DE JANEIRO;1;4;3304557
203;UNIVERSIDADE SAO JUDAS TADEU;1;4;3550308
206;CENTRO UNIVERSITARIO ITALOBRASILEIRO;1;4;3550308
207;CENTRO UNIVERSITARIO MOURA LACERDA;1;4;3543402
208;UNIVERSIDADE DE RIBEIRAO PRETO;1;4;3543402
210;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE SANTO ANDRE;2;4;3547809
211;FACULDADE DE CIENCIAS ECONOMICAS E ADMINISTR1S DE SANTO ANDRE;2;4;3547809
212;FACULDADE DE FILOSOFIA DE CAMPO GRANDE;2;4;3304557
213;CENTRO UNIVERSITARIO ALVARES PENTEADO;1;4;3550308
214;FACULDADE DE ENGENHARIA DE MINAS GERAIS  FEAMIG;1;4;3106200
215;UNIVERSIDADE DO GRANDE ABC;2;4;3547809
216;CENTRO UNIVERSITARIO METODISTA IZABELA HENDRIX;1;4;3106200
217;CENTRO UNIVERSITARIO DAS FACULDADES ASSOCIADAS DE ENSINO  FAE;1;3;3549102
218;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE DUQUE DE CAXIAS;2;4;3301702
219;FACULDADE DE EDUCACAO CIENCIAS E ARTES DOM BOSCO DE MONTE APRAZIVEL;1;4;3531407
220;FACULDADE SAO JUDAS TADEU;1;4;3304557
221;UNIVERSIDADE CRUZEIRO DO SUL;1;4;3550308
222;CENTRO UNIVERSITARIO DE VOTUPORANGA;1;4;3557105
223;FACULDADE DE EDUCACAO FISICA DE SANTO ANDRE;2;4;3547809
224;CENTRO UNIVERSITARIO FMABC;1;4;3547809
225;FACULDADE DE SANTO ANDRE;1;4;3547809
226;CENTRO UNIVERSITARIO LUSIADA;1;4;3548500
227;UNIVERSIDADE CATOLICA DE SANTOS;1;4;3548500
228;FACULDADE DE ENGENHARIA INDUSTRIAL DE SAO BERNARDO DO CAMPO;2;4;3548708
229;ESCOLA SUPERIOR DE ADMINISTRACAO DE NEGOCIOS DE SAO BERNARDO DO CAMPO;2;4;3548708
230;ESCOLA SUPERIOR DE ADMINISTRACAO DE NEGOCIOS DE SAO PAULO;2;4;3550308
231;FACULDADE DE SAO BERNARDO DO CAMPO  FASB;1;4;3548708
234;FACULDADES OSWALDO CRUZ;1;4;3550308
236;FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S DE SAO JOAO DA BOA VISTA;2;4;3549102
237;FACULDADE DE DIREITO DE SAO JOAO DA BOA VISTA;2;4;3549102
238;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE SAO JOAO DA BOA VISTA;2;4;3549102
239;FACULDADE DE MEDICINA VETERINARIA OCTAVIO BASTOS;2;4;3549102
240;UNIVERSIDADE SANTA URSULA;1;4;3304557
241;FACULDADE DE ENGENHARIA QUIMICA DE LORENA;2;2;3527207
242;CENTRO UNIVERSITARIO ANHANGUERA PITAGORAS AMPLI;1;4;3547809
243;FACULDADE DO CLUBE NAUTICO MOGIANO;1;4;3530607
244;CENTRO UNIVERSITARIO FIEO;1;4;3534401
245;FACULDADE DE ADMINISTRACAO;2;4;3550308
254;CENTRO UNIVERSITARIO UNIBAN;1;4;3550308
255;FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA  FEAP;2;4;3539301
256;FACULDADE DE PIRAJU;2;4;3538808
257;FACULDADE DE ADMINISTRACAO E CIENCIAS CONTABEIS LUZWELL;2;4;3550308
263;FACULDADES INTEGRADAS CAMPOS SALLES;1;4;3550308
264;UNIVERSIDADE SAO MARCOS;2;4;3550308
265;CENTRO UNIVERSITARIO DAS FACULDADES INTEGRADAS DE OURINHOS;1;4;3534708
266;UNIVERSIDADE METODISTA DE PIRACICABA;1;4;3538709
267;CENTRO UNIVERSITARIO ESPIRITOSANTENSE/FAESA;1;4;3205309
268;FACULDADE DE DIREITO DA ALTA PAULISTA;2;4;3555000
269;FACULDADE FACCAT;1;4;3555000
270;FACULDADE DE TUPA;1;4;3555000
271;UNIVERSIDADE DO OESTE PAULISTA;1;4;3541406
273;ESCOLA DE ENGENHARIA INDUSTRIAL DE SAO JOSE DOS CAMPOS;2;4;3549904
274;FACULDADE DE CIENCIAS APLICADAS DE SAO JOSE DOS CAMPOS;2;4;3549904
275;UNIVERSIDADE DO VALE DO PARAIBA;1;4;3549904
276;FACULDADE DE DIREITO DE SOROCABA;1;4;3552205
277;CENTRO UNIVERSITARIO AUGUSTO MOTTA;1;4;3304557
278;FACULDADES INTEGRADAS SIMONSEN;1;4;3304557
279;FACULDADES INTEGRADAS HELIO ALONSO;1;4;3304557
280;FACULDADE DE DIREITO DO OESTE DE MINAS;2;4;3122306
281;CONSERVATORIO DRAMATICO MUSICAL SAO PAULO;2;4;3550308
282;FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS COSTA BRAGA;2;4;3550308
283;FACULDADE DE EDUCACAO COSTA BRAGA;2;4;3550308
284;FACULDADE DE MEDICINA DE ITAJUBA;1;4;3132404
288;FACULDADE DE DIREITO DO VALE DO RIO DOCE;1;4;3127701
289;FACULDADE DE EDUCACAO DE JOINVILLE;2;4;4209102
290;FACULDADE DE DIREITO DE JOINVILLE;2;4;4209102
291;FACULDADE DE PSICOLOGIA DE JOINVILLE;2;4;4209102
292;FACULDADE DE CIENCIAS DA SAUDE DE JOINVILLE;2;4;4209102
293;FACULDADE DE CIENCIAS E TECNOLOGIA DE JOINVILLE;2;4;4209102
294;FACULDADE TRES DE MAIO;1;4;4321808
295;UNIVERSIDADE DE SANTA CRUZ DO SUL;1;4;4316808
296;CENTRO UNIVERSITARIO DA REGIAO DA CAMPANHA;1;4;4301602
297;FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S SAO JUDAS TADEU;2;4;4314902
298;UNIVERSIDADE PITAGORAS UNOPAR ANHANGUERA;1;4;4113700
299;FACULDADE DE JANDAIA DO SUL;1;4;4112108
300;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE FORMIGA;2;4;3126109
301;ESCOLA DE BIBLIOTECONOMIA;2;4;3126109
302;FACULDADE DIVINOPOLIS;2;4;3122306
303;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE CATAGUASES;2;4;3115300
304;FACULDADE DE CIENCIAS CONTABEIS DE CARATINGA;2;4;3113404
307;FACULDADE DE MEDICINA DE BARBACENA;1;4;3105608
308;CENTRO UNIVERSITARIO PRESIDENTE ANTONIO CARLOS;1;4;3105608
316;UNIVERSIDADE NOVE DE JULHO;1;4;3550308
317;FACULDADES INTEGRADAS ALCANTARA MACHADO;2;4;3550308
318;FACULDADE DE ARTES ALCANTARA MACHADO;2;4;3550308
319;UNIVERSIDADE BRASIL;1;4;3550308
320;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE TATUI;2;4;3554003
321;FACULDADE UNIDAS DE TATUI;2;4;3554003
322;UNIVERSIDADE PAULISTA;1;4;3550308
328;FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS VIANNA JUNIOR;2;4;3136702
329;ESCOLA SUPERIOR DE AGRONOMIA DE PARAGUACU PAULISTA;2;4;3535507
330;UNIVERSIDADE IGUACU;1;4;3303500
332;ESCOLA DE ENGENHARIA DE LINS;2;4;3527108
333;FACULDADE DE INFORMATICA DE LINS;2;4;3527108
334;FACULDADE DE SERVICO SOCIAL DE LINS;2;4;3527108
335;FACULDADE DE EDUCACAO E CIENCIAS PINHEIRENSE;2;4;3550308
336;FACULDADE MACHADO SOBRINHO;1;4;3136702
337;CENTRO UNIVERSITARIO ACADEMIA;1;4;3136702
338;PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS;1;4;3106200
339;FACULDADE DE JOAO PESSOA (SANTA EMILIA DO RODAT);1;4;2507507
343;CENTRO UNIVERSITARIO NEWTON PAIVA;1;4;3106200
344;CENTRO UNIVERSITARIO UNA;1;4;3106200
345;ESCOLA DE ENGENHARIA KENNEDY;1;4;3106200
346;INSTITUTO SUPERIOR DE CIENCIAS APLICADAS  ISCA;1;4;3526902
349;CENTRO UNIVERSITARIO DE BELO HORIZONTE;1;4;3106200
351;FACULDADE DE CIENCIAS MEDICAS DE MINAS GERAIS;1;4;3106200
352;CENTRO UNIVERSITARIO DE JOAO PESSOA;1;4;2507507
353;FACULDADE EVANGELICA MACKENZIE DO PARANA;1;4;4106902
355;UNIVERSIDADE TUIUTI DO PARANA;1;4;4106902
359;ESCOLA SUPERIOR DE EDUCACAO FISICA DE MUZAMBINHO;2;4;3144102
360;CENTRO UNIVERSITARIO PAULISTANO;1;4;3550308
361;FACULDADE PAULISTA DE SERVICO SOCIAL DE SAO CAETANO DO SUL;1;4;3548807
362;FACULDADE PAULISTA DE SERVICO SOCIAL;1;4;3550308
363;FACULDADE MOZARTEUM DE SAO PAULO;1;4;3550308
364;FACULDADE DE CIENCIAS CONTABEIS DE PONTE NOVA;2;4;3152105
367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1;2;3143302
368;FACULDADE DE EDUCACAO FISICA DA ASSOCIACAO CRISTA DE MOCOS DE SOROCABA;1;4;3552205
369;FACULDADE AUXILIUM DE FILOSOFIA CIENCIAS E LETRAS DE LINS;2;4;3527108
370;FACULDADE PAULISTA DE ARTES;1;4;3550308
371;FACULDADE DE MUSICA CARLOS GOMES;1;4;3550308
372;FACULDADE DE BIBLIOTECONOMIA E CIENCIA DA INFORMACAO;1;4;3550308
373;ESCOLA DE SOCIOLOGIA E POLITICA DE SAO PAULO;1;4;3550308
374;CENTRO UNIVERSITARIO DAS FACULDADES METROPOLITANAS UNIDAS;1;4;3550308
375;UNIVERSIDADE SANTO AMARO;1;4;3550308
376;CENTRO UNIVERSITARIO ANHANGUERA DE SAO PAULO;1;4;3550308
377;FACULDADE DE EDUCACAO PADRE ANCHIETA;2;4;3525904
378;FACULDADE DE DIREITO PADRE ANCHIETA;2;4;3525904
379;FACULDADE DE CIENCIAS E LETRAS PADRE ANCHIETA;2;4;3525904
380;FACULDADE DE CIENCIAS ECONOMICAS CONTABEIS E DE ADM DE EMPRESAS PADRE ANCHIETA;2;4;3525904
381;FACULDADE DE PSICOLOGIA PADRE ANCHIETA;2;4;3525904
382;FACULDADE DE TECNOLOGIA PADRE ANCHIETA;2;4;3525904
383;UNIVERSIDADE DA AMAZONIA;1;4;1501402
384;UNIVERSIDADE EVANGELICA DE GOIAS;1;4;5201108
385;UNIVERSIDADE SALVADOR;1;4;2927408
386;CENTRO UNIVERSITARIO DE GOIAS;1;4;5208707
387;UNIVERSIDADE CATOLICA DOM BOSCO;1;4;5002704
388;FACULDADE DE CIENCIAS CONTABEIS E ATUARIAIS DA ALTA NOROESTE;2;4;3502804
389;FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS DE LINS;2;4;3527108
390;FACULDADE DE EDUCACAO FISICA DE LINS;2;4;3527108
391;FACULDADE DE TECNOLOGIA DA ALTA NOROESTE;2;4;3502804
395;FACULDADE DE CIENCIAS CONTABEIS DE LUCELIA;2;4;3527405
396;CENTRO UNIVERSITARIO RUY BARBOSA WYDEN;1;4;2927408
397;FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;2;4;2927408
398;UNIVERSIDADE TIRADENTES;1;4;2800308
399;ESCOLA DE ENGENHARIA DE AGRIMENSURA;2;4;2927408
400;FACULDADE DE DIREITO DE OLINDA;2;4;2609600
401;CENTRO DE ESTUDOS SUPERIORES BARROS MELO;2;4;2609600
402;CENTRO UNIVERSITARIO DE BRASILIA;1;4;5300108
403;UNIVERSIDADE CATOLICA DE BRASILIA;1;4;5300108
404;FACULDADES INTEGRADAS DA UPIS;1;4;5300108
405;FOCCA  FACULDADE DE OLINDA;1;4;2609600
408;ESCOLA SUPERIOR DE RELACOES PUBLICAS;2;4;2611606
409;UNIVERSIDADE DE PERNAMBUCO;1;2;2611606
410;FACULDADE DE CIENCIAS HUMANAS ESUDA;1;4;2611606
413;FACULDADE PORTOALEGRENSE DE EDUCACAO CIENCIAS E LETRAS;2;4;4314902
414;FACULDADE PORTOALEGRENSE DE CIENCIAS CONTABEIS E ADMINISTR1S;2;4;4314902
415;FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA SAO PAULO;1;4;3550308
416;FACULDADE DE SAO PAULO;1;4;3550308
417;UNIVERSIDADE CIDADE DE SAO PAULO;1;4;3550308
420;UNIVERSIDADE DE MARILIA;1;4;3529005
421;FACULDADE ESTADUAL DE CIENCIAS E LETRAS DE CAMPO MOURAO;2;2;4104303
423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSOES;1;4;4307005
424;FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S DE SANTA ROSA;2;4;4317202
425;FACULDADE DE EDUCACAO ARTISTICA DE SANTA ROSA;2;4;4317202
426;UNIVERSIDADE FRANCISCANA;1;4;4316907
428;FACULDADE DE CIENCIAS CONTABEIS E DE ADMINISTRACAO DE MARILIA;2;4;3529005
429;FACULDADE DE DIREITO DE MARILIA;2;4;3529005
430;CENTRO UNIVERSITARIO FILADELFIA;1;4;4113700
431;FACULDADE DE MEDICINA DE MARILIA;1;2;3529005
432;FACULDADE PARANAENSE;1;4;4122404
433;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE PALMAS;2;4;4117602
434;FACULDADE SANTA MARCELINA;1;4;3550308
435;FACULDADE SANTA MARCELINA MURIAE  FASM;1;4;3143906
436;FACULDADE DE CIENCIAS DA SAUDE;2;4;4314902
437;UNIVERSIDADE PARANAENSE;1;4;4128104
438;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE ITUVERAVA;1;4;3524105
439;FACULDADE DOUTOR FRANCISCO MAEDA;1;4;3524105
440;FACULDADE DE DIREITO DE ITU;1;4;3523909
441;UNIVERSIDADE DO CONTESTADO;1;3;4210100
442;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE ITARARE;2;4;3523206
443;FACULDADE DE CIENCIAS CONTABEIS E ADMINISTR1S DE ITARARE;2;4;3523206
446;UNIVERSIDADE DE CRUZ ALTA;1;4;4306106
447;FACULDADE CATOLICA DE CIENCIAS ECONOMICAS DA BAHIA;2;4;2927408
448;CENTRO UNIVERSITARIO RITTER DOS REIS;1;4;4314902
449;UNIVERSIDADE LUTERANA DO BRASIL;1;4;4304606
450;CENTRO UNIVERSITARIO SAO LUCAS JIPARANA;1;4;1100122
451;CENTRO UNIVERSITARIO LUTERANO DE SANTAREM;1;4;1506807
452;CENTRO UNIVERSITARIO LUTERANO DE MANAUS;1;4;1302603
453;CENTRO UNIVERSITARIO LUTERANO DE PALMAS;1;4;1721000
