1303,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA GOIANO
1305,FACULDADE DE CIENCIAS JURIDICAS GERENCIAIS E EDUCACAO DE SINOP
1337,CENTRO UNIVERSITARIO MATER DEI
1350,CENTRO UNIVERSITARIO DO VALE DO JAGUARIBE
1362,CENTRO UNIVERSITARIO GOVERNADOR OZANAM COELHO
1418,CENTRO UNIVERSITARIO TOLEDO WYDEN
1425,FACULDADE EVOLUIR
1438,FACULDADES DE CAMPINAS
1457,FACULDADE ESTACIO DE COTIA
1488,FACULDADE LUSOFONA DO RIO DE JANEIRO
1500,FACULDADE UNIGUACU
1514,CENTRO UNIVERSITARIO VALE DO CRICARE
1578,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA SULRIO-GRANDENSE
1600,CENTRO UNIVERSITARIO DO NORTE DE MINAS
1611,FACULDADES FATIFAJAR  FATIFAJAR ARAPOTI
1650,FACULDADE J. SIMOES ENSINO SUPERIOR
1682,FACULDADE CATOLICA SALESIANA DE MACAE
1708,CENTRO UNIVERSITARIO DO RECIFE
1716,CENTRO UNIVERSITARIO UNIAO DAS AMERICAS DESCOMPLICA
1718,CENTRO UNIVERSITARIO NOBRE DE FEIRA DE SANTANA
1807,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARA
1808,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO
1809,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO
1810,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO
1811,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE GOIAS
1812,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA  DO AMAZONAS
1813,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA
1820,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PIAUI
1822,CENTRO UNIVERSITARIO SULAMERICANA
1840,CENTRO UNIVERSITARIO CASTELO BRANCO
1863,FACULDADE INTERVALE
1875,FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DE IBITINGA
1900,CENTRO UNIVERSITARIO DE ENSINO CIENCIA E TECNOLOGIA DO PARANA
1918,CENTRO UNIVERSITARIO UNIVINTE
1923,FACULDADE  ARNALDO JANSSEN
1958,CENTRO UNIVERSITARIO SENAI BLUMENAU
1961,INSTITUTO TECNOLOGICO E DAS CIENCIAS SOCIAIS APLICADAS E DA SAUDE DO CENTRO EDUC. N. SRª AUXILIADORA
1964,FACULDADE DE TECNOLOGIA EM HOTELARIA GASTRONOMIA E TURISMO DE SAO PAULO
1969,FACULDADE DOS IMIGRANTES  FAI
2021,FACULDADE JK  UNIDADE II - GAMA
2067,CENTRO UNIVERSITARIO DE CIENCIAS E EMPREENDEDORISMO
2133,FACULDADE DE CIENCIAS EDUCACAO E TEOLOGIA DO NORTE DO BRASIL
2142,FACULDADE MULTIEDUCATIVA
2332,FACULDADE IBERO AMERICANA DE SAO PAULO
2336,CENTRO UNIVERSITARIO BRASILIA DO ESTADO DE GOIAS
2402,FACULDADE DE TECNOLOGIA E CIENCIAS DE SALVADOR
2536,INSTITUTO DE EDUCACAO E INOVACAO
2548,FACULDADE DE TEOLOGIA FILOSOFIA E CIENCIAS HUMANAS GAMALIEL
2556,FIAMFAAM - CENTRO UNIVERSITARIO
2561,FACULDADE DE CIENCIAS ADMINISTRATIVAS
2572,FACULDADE REGIONAL DE FILOSOFIA CIENCIAS E LETRAS DE CANDEIAS
2613,CENTRO UNIVERSITARIO ESTACIO META DE RIO BRANCO ESTACIO
2726,FACULDADE BILAC DE SAO JOSE DOS CAMPOS
2770,CENTRO UNIVERSITARIO FACUNICAMPS
2773,FACULDADE ANHANGUERA DE MACAPA
2885,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE BELO HORIZONTE
3160,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE ALAGOAS
3161,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SERTAO PERNAMBUCANO
3162,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA  DE SANTA CATARINA
3163,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO
3164,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MATO GROSSO
3165,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA  DO TRIANGULO MINEIRO
3183,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SERGIPE
3184,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RORAIMA
3188,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS
3189,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MINAS GERAIS
3279,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS
3308,FACULDADE ENGENHEIRO SALVADOR ARENA
3397,FACULDADE BOAS NOVAS DE CIENCIAS TEOLOGICAS SOCIAIS E BIOTECNOLOGICAS
3430,FACULDADE UBERLANDENSE DE NUCLEOS INTEGRADOS DE ENSINO SERVICO SOCIAL E APRENDIZAGEM
3432,FACULDADES INTEGRADAS DE CIENCIAS HUMANAS SAUDE E EDUCACAO DE GUARULHOS
3437,FACULDADE UNISUL DE BALNEARIO CAMBORIU
3502,FACULDADE DA FRONTEIRA  FAF
3525,FACULDADE EVANGELICA DE TECNOLOGIA CIENCIAS E BIOTECNOLOGIA DA CGADB
3614,ESCOLA DE CIENCIAS SOCIAIS FGV CPDOC
3657,FACULDADE MONTES CLAROS
3746,FACULDADE IBRA DA GRANDE SAO PAULO
3756,FACULDADE ALFAUNIPAC DE ALMENARA
3758,FACULDADE UNISUL DE FLORIANOPOLIS
3775,INSTITUTO UVB.BR
3817,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE JOAO PESSOA
3830,INSTITUTO CENTRO DE ENSINO TECNOLOGICO  SOBRAL
3853,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE NATAL
3854,FACULDADE IBRA DE BRASILIA
3867,CENTRO UNIVERSITARIO MAUA DE BRASILIA
3877,FACULDADE MAUA DE GOIAS
3980,FACULDADE CCI
3987,CENTRO UNIVERSITARIO GOYAZES
4007,FATECE  FACULDADE DE TECNOLOGIA CIENCIAS E EDUCACAO
4029,FACULDADE DE SANTA BARBARA D'OESTE
4093,CENTRO UNIVERSITARIO DE TECNOLOGIA DE CURITIBA
4098,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FARROUPILHA
4210,ESCOLA SUPERIOR DE ADMINISTRACAO MARKETING E COMUNICACAO DO MORUMBI
4250,FACULDADE DE CIENCIAS GERENCIAIS ALVES FORTES (JUIZ DE FORA)
4259,FACULDADE DE INHUMAS  FAC-MAIS
4358,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS
4416,FACULDADE JK  UNIDADE I - GAMA
4443,FACULDADE MERIDIONAL DE IJUI
4446,FACULDADE CIDADE DE GUANHAES  FACIG
4584,FACULDADE FACESE
4606,FACULDADE DE TECNOLOGIA CONTEC  UNIDADE DE CARAPINA
4613,CENTRO UNIVERSITARIO FAEMA
4732,FACULDADE DE TECNOLOGIA E INOVACAO SENAC DF
4786,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TOCANTINS
4788,INSTITUTO CENTRO DE ENSINO TECNOLOGICO  CARIRI
4789,INSTITUTO CENTRO DE ENSINO TECNOLOGICO  LIMOEIRO DO NORTE
4922,FACULDADE INTEGRADA DAS CATARATAS EJOVEM
4983,FACULDADE IBRA DE TECNOLOGIA
5000,FACULDADE AGORA  ADMINISTRACAO EDUCACAO E CULTURA
5016,FACULDADE DE EDUCACAO TECNOLOGICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA
5036,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA CATARINENSE
5105,CENTRO UNIVERSITARIO INTERNACIONAL SIGNORELLI
10058,FACULDADE DA FRATERNIDADE DE VALENCA
10836,FACULDADE UNIAO ARARUAMA DE ENSINO S/S LTDA.
11376,FACULDADE VILLALOBOS DO CONE-LESTE PAULISTA
11752,FACULDADE SUDOESTE PAULISTA  TATUI - FSP
12189,FACUMINAS FACULDADE
12247,INSTITUTO BRASILEIRO DE ENSINO DESENVOLVIMENTO E PESQUISA DE BRASILIA
12718,FACULDADE ACESITA
12723,FACULDADE FINACI
12748,FETAC  FACULDADE DE EDUCACAO TECNOLOGIA E ADMINISTRACAO DE CAARAPO
12749,FACULDADES UNIDAS DE PESQUISA CIENCIAS E SAUDE LTDA
12758,FACULDADE UNESCUNAMA
12916,IPOG  INSTITUTO DE POS-GRADUACAO & GRADUACAO
13034,FACULDADE DE ENSINO SUPERIOR
13073,FACULDADE DE TECNOLOGIA AEROTD
13631,"FACULDADE DE CIENCIAS EDUCACAO, SAUDE, PESQUISA E GESTAO"
13735,FACULDADE DE TECNOLOGIA CAPACITACAO E GESTAO INTEGRAL
14194,FATEC  FACULDADE DE TEOLOGIA E CIENCIAS DE VOTUPORANGA
14408,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE BRASILIA
14509,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO
14622,FACULDADE UNIFTB
14724,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA
14738,FACULDADE FELUMA  SAUDE TECNOLOGIA E CIENCIA
14892,FACULDADE DE CIENCIAS DA SAUDE DE BARRETOS DR. PAULO PRATA
15272,FACULDADE DE TECNOLOGIA EDUCACAO SUPERIOR E PROFISSIONAL
15280,FACULDADE BRASILEIRA DE ENSINO PESQUISA E EXTENSAO
15507,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ACRE
15520,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MATO GROSSO DO SUL
15522,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO AMAPA
15667,FACULDADE UNIRB  JUAZEIRO
15680,FATEC CRUZEIRO  PROF. WALDOMIRO MAY
15693,FACULDADE DE TECNOLOGIA DE ITAPETININGA  PROF.ANTONIO BELIZANDRO BARBOSA REZENDE
15708,FACULDADE DE TECNOLOGIA DR. THOMAZ NOVELINO
15803,FACULDADE DE TECNOLOGIA DE TATUI  PROF. WILSON ROBERTO RIBEIRO DE CAMARGO
15839,FACULDADE PITAGORAS UNOPAR DE JOAO PESSOA
15922,FACULDADE FABAD
16437,FACULDADE DE CIENCIAS DA SAUDE
16556,FACULDADE ALFAUNIPAC DE CAPELINHA
16816,FACULDADE DO VALE
17269,INSTITUTO DE EDUCACAO SUPERIOR E INOVACAO PERSONA
17291,FACULDADE FAPAF
17394,FACULDADE 05 DE JULHO
17395,INSTITUTO EDUCACIONAL DAS AMERICAS
17565,FACULDADE DE CIENCIAS HUMANASEXATAS E DA SAUDE DO PIAUI
17598,FACULDADE PROF. WLADEMIR DOS SANTOS
17651,FACULDADE JK  GOIAS - PADRE BERNARDO
17672,INSTITUTO BRASILEIRO DE ENSINO DESENVOLVIMENTO E PESQUISA DE SAO PAULO
17758,FACULDADES FAMEP UNIDADE EUCLIDES DA CUNHA  BA
17892,FACULDADE DE ESTUDOS BIBLICOS INTERDISCIPLINARES
18034,CENTRO DE ENSINO SUPERIOR RIOGRANDENSE
18066,FACULDADE DE CIENCIAS E TECNOLOGIA PASCHOAL DANTAS
18072,FACULDADE DE DIREITO TECH DE SAO PAULO
18304,FACULDADE UNIFATEC
18463,FACULDADE UNIFAHE
18520,FACULDADE ALFAUNIPAC DE ARACUAI
18637,FACULDADE IMES
18679,FACULDADE DE ADMINISTRACAO COMERCIO E EMPREENDEDORISMO
18692,FACULDADE ALFAUNIPAC DE GUANHAES
18696,FACULDADE DYNAMUS DE CAMPINAS
18734,FACULDADE DE MARTINOPOLIS
19207,FACULDADE SUPREMO
19219,FACULDADE FASIPE DF
19252,FACULDADE ITEQ ESCOLAS
19320,ESCOLA DE POLITICAS PUBLICAS E GOVERNO DA FUNDACAO GETULIO VARGAS
19334,FACULDADE UNINASSAU BRASILIA
19404,FACULDADE INTEGRADA CESUMAR DE CURITIBA
19727,FACULDADE REPUBLICANA
19737,FACULDADE RENOVACAO DE GUARAPUAVA
19780,FACULDADE PITAGORAS UNOPAR DE GUANAMBI
19853,FACULDADE DOM BOSCO PARANA
19878,FACULDADE BRAVIUM
19879,FACULDADE INTEGRADA DE PESQUISA E EDUCACAO EM SAUDE DE SP
19909,FACULDADE ICTQ/PGE
20099,FACULDADE DE DIREITO CIENCIAS E TECNOLOGIA SANTA MARIA MADA
20563,FACULDADES JOAO PAULO II  RIO GRANDE
20622,FACULDADE UNIRB  CAMACARI
20663,FACULDADE INNOVATE DE ANAPOLIS
21364,FACULDADE FAEL DE PORTO ALEGRE
21366,FACULDADE FAEL DE CURITIBA
21412,FACULDADE TEATICA
21446,INSTITUTO SUPERIOR DA CONVENCAO NAC. DAS ASSEMBLEIAS DE DEUS
21681,FACULDADE UNIVEST DE EDUCACAO
21757,FASUL EDUCACIONAL EAD
21814,INSTITUTO DE PESQUISAS ENSINO E GESTAO EM SAUDE
21826,FACULDADE SEBRAE
21857,FACULDADE TECNOLOGICA DE LIMOEIRO DO NORTE: LADISLAU PEREIRA
21861,FACULDADE UNIVERSO BRASILIA
21891,FACULDADE DO SERTAO DO ARARIPE
21893,FACULDADE MAURICIO DE NASSAU DE SANTO ANDRE
21894,FACULDADE MAURICIO DE NASSAU DE SOROCABA
21898,FACULDADE MAURICIO DE NASSAU DE BLUMENAU
21899,FACULDADE MAURICIO DE NASSAU DE PELOTAS
21935,FUNDACAO ESCOLA LINCE KEMPIM
21950,FACULDADE TUCURUI
21953,INSTITUTO UNIAO DAS FACULDADES AMERICANAS
21978,FACULDADE EDUFOR DE SALVADOR
21999,FACULDADE PRIME
22090,FACULDADE DE CIENCIAS DA SAUDE DO GRUPO HOSPITALAR CONCEICAO
22097,FACULDADE POLITECNICA DE CAMPO GRANDE
22123,FACULDADE DE CIENCIAS JURIDICAS ANHANGUERA DE ARAPIRACA
22124,FACULDADE PITAGORAS UNOPAR DE BRUMADO
22125,FACULDADE DE CIENCIAS JURIDICAS DE BOM JESUS DA LAPA
22142,FACULDADE DE CIENCIAS JURIDICAS DE JABOATAO DOS GUARARAPES
22146,FACULDADE DE CIENCIAS JURIDICAS DE JAU
22147,FACULDADE DE CIENCIAS JURIDICAS DE BELO JARDIM
22154,FACULDADE DE CIENCIAS JURIDICAS DE JACOBINA
22173,FACULDADE  UNINORTE  BARCARENA
22174,FACULDADE  UNINORTE  ALTAMIRA
22181,FACULDADE PITAGORAS DE RIO VERDE
22185,FACULDADE DE CIENCIAS JURIDICAS DE CRUZ DAS ALMAS
22214,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE SAO GONCALO
22224,FACULDADE UNIVERITAS UNIVERSUS VERITAS SAO JOSE DO RIO PRETO
22232,FACULDADE DE CIENCIAS JURIDICAS DE ALTAMIRA
22237,FACULDADE DE CIENCIAS JURIDICAS DE ASSIS
22246,FACULDADE DO AMAZONAS DE ENSINO PESQUISA E INOVACAO
22252,FACULDADE UNIBRAS DO PARA
22262,FACULDADE DE PALMEIRAS DE GOIAS  FACMAIS
22264,FACULDADE DO VALE DO JAGUARIBE MOSSORO
22310,FACULDADE SANTO ANTONIO DE FEIRA DE SANTANA
22420,FACULDADE UNIRB  MACEIO
22424,FACULDADE ESAMC GOIANIA
22433,FACULDADES FAMEP UNIDADE PARNAIBA  PI
22449,INSTITUTO SUPERIOR DE CIENCIAS DA SAUDE CARLOS CHAGAS
22452,FACULDADE ATITUDE DE EDUCACAO CONTINUADA
22453,FACULDADE UNINTESE
22455,FGW  FACULDADE DE GESTAO WOLI
22462,FACULDADE UNIRB  CIDADE DE FORTALEZA
22521,FACULDADES FAMEP UNIDADE IRARA  BA
22592,FACULDADES INTEGRADAS DA AMERICA DO SUL
22603,FACULDADE ANCLIVEPA DE GESTAO E HUMANOLOGIA
22605,FACULDADE ALVORADA DE SAUDE
22606,FACULDADE DAMASIO
22625,FORS  FACULDADE DE EDUCACAO E TECNOLOGIA
22628,CLARETIANO  FACULDADE DE BOA VISTA
22629,CENTRO DE ESTUDOS EM DIREITO E NEGOCIOS
22634,FACULDADE FASIPE DE RONDONOPOLIS
22636,FACULDADE SAO FRANCISCO XAVIER
22643,FACULDADE METROPOLITANA DE TEFE
22651,INSTITUTO DE TECNOLOGIA E LIDERANCA
22659,FACULDADE SEB DE RIBEIRAO PRETO
22684,FACULDADE UNICENTRAL
22702,FACULDADE PITAGORAS UNOPAR DE CHAPECO
22707,FACULDADE PITAGORAS UNOPAR DE ITAJUBA
22710,FACULDADE PITAGORAS UNOPAR DE QUIXERAMOBIM
22712,FACULDADE PITAGORAS UNOPAR DE MURIAE
22715,FACULDADE PITAGORAS UNOPAR DE CANINDE
22736,FACULDADE UNISUL DE ITAJAI
22738,FACULDADE PITAGORAS UNOPAR DE CALDAS NOVAS
22739,INSTITUTO SOCIESC DE ITAJAI
22741,FACULDADE MASTER DO PARA  FAMAP XINGUARA
22742,FACULDADE MASTER DO PARA  FAMAP TUCUMA
22753,FACULDADE RIO PARNAIBA
22762,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC CARUARU
22764,ESCOLA SUPERIOR DE EDUCACAO
22775,FACULDADE GARCA BRANCA PANTANAL
22777,FACULDADE VALE DOS CARAJAS
22787,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC CAMACARI
22872,FACULDADE UNIABA
22911,FACULDADE  DO SERTAO CENTRAL  EAD
22917,FACULDADE DE CIENCIAS MEDICAS DE MARICA
22946,FACULDADE DE CIENCIAS JURIDICAS DE SANTA MARIA
22992,FACULDADE SENAI DE CONSTRUCAO
22996,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC PARNAMIRIM
22999,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC ITAPIPOCA
23000,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC CAUCAIA
23002,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC N. SRA. DO SOCORRO
23025,FACULDADE DE ENSINO SUPERIOR BRASILEIRA  FACULDADE FEBRAS
23066,FACULDADE METROPOLITANA DE DIAS D'AVILA
23095,INSTITUTO SOCIESC DE JARAGUA DO SUL
23096,FACULDADE SANTO ANTONIO  SJC
23097,FACULDADE IBMEC DE BRASILIA
23100,FACULDADE PITAGORAS UNOPAR DE JUAZEIRO DO NORTE
23101,FACULDADE DE ENGENHARIA PITAGORAS DE SANTAREM
23102,FACULDADE DE ENGENHARIA PITAGORAS DE SOBRAL
23110,FACULDADE SANTA TERESA D'AVILA
23130,INSTITUTO DE DESENVOLVIMENTO E APRENDIZAGEM  IDEA SAO LUIZ
23147,FACULDADE DO COMERCIO DE SAO PAULO
23155,FACULDADE DE TECNOLOGIA E CIENCIAS  FTC PORTO SEGURO
23159,FACULDADE BARAO DE JEQUIRICA
23164,CENTRO DE ENSINO SUPERIOR DE DIVINOPOLIS
23168,CENTRO DE ESTUDOS SUPERIORES DE JATAI
23172,FACULDADE DE EDUCACAO SUPERIOR DE POUSO ALEGRE
23176,FACULDADE DE EDUCACAO SUPERIOR DE SETE LAGOAS
23177,FACULDADE DE EDUCACAO SUPERIOR DE CATALAO
23179,CENTRO DE ENSINO SUPERIOR DE CATALAO
23180,ESCOLA SUPERIOR DE CATALAO
23201,INSTITUTO DE EDUCACAO SUPERIOR UNISUL DE ITAJAI
23202,FACULDADE SOCIESC DE EDUCACAO DE SAO BENTO DO SUL
23203,CENTRO DE ENSINO SUPERIOR SOCIESC DE SAO BENTO DO SUL
23215,FACULDADE GENNARI & PEARTREE
23218,FACULDADE PARAISO FORTALEZA
23228,FACULDADE SAO JUDAS DE GUARULHOS
23241,INSTITUTO UNIVERSITARIO SAO JUDAS DE SAO BERNARDO DO CAMPO
23261,FACULDADE SAO JUDAS DE SAO BERNARDO DO CAMPO
23342,FACULDADE AVANTIS DE FLORIANOPOLIS
23358,CENTRO DE ENSINO SUPERIOR SOCIESC DE JARAGUA DO SUL
23382,FACULDADE UNINORTE TAILANDIA
23389,FACULDADE UNIBRAS DO MARANHAO
23409,FACULDADE CENTRO SAO PAULO
23867,FACULDADE DE TECNOLOGIA DE SUMARE
24268,FACULDADE UNINORTE MARABA
24282,FACULDADE BOA ESPERANCA
24290,FACULDADE ANDREOTTI DE MARINGA
24443,FACULDADE AGES DE MEDICINA DE IRECE
24488,FACULDADE UNICESUMAR DE CORUMBA
24509,FACULDADE ESTACIO DE CANINDE
24672,FACULDADE DE TECNOLOGIA DE MATAO
25274,UNIVERSIDADE FEDERAL DE CATALAO
25282,UNIVERSIDADE FEDERAL DE JATAI
25352,UNIVERSIDADE FEDERAL DE RONDONOPOLIS
