"23331","ALFA  FACULDADE DE TEOFILO OTONI","1","1","MG"
"23707","FACULDADE DE TECNOLOGIA E EDUCACAO SUPERIOR E PROFISSIONALIZ","1","1","GO"
"23893","FACULDADE ANHANGUERA DE ITAPETININGA","1","1","SP"
"23322","FACULDADE MENNA BARRETO","1","1","PR"
"24196","FACULDADE CLEBER LEITE  EAD","1","1","SP"
"23023","FACULDADE TECNOLOGICA ANTHROPOS","1","1","CE"
"23280","FACULDADE DE EDUCACAO SUPERIOR IESLA","1","1","MG"
"24922","FACULDADE SAO VICENTE DE IRATI","1","1","PR"
"25613","ACADEMIA DE POLICIA MILITAR DE MINAS GERAIS","1","1","MG"
"24980","FACULDADE DE TECNOLOGIA SENAC PONTA GROSSA","1","1","PR"
"24399","FACULDADE ESCOLA SOBRAL DE OLIVEIRA","1","1","CE"
"24464","FACULDADE DE CIENCIAS DA SAUDE PITAGORAS DE CODO","1","1","MA"
"22703","FACULDADE PITAGORAS DE CONCORDIA","1","1","SC"
"24446","FACULDADE DE MEDICINA DE ACAILANDIA","1","1","MA"
"24245","FACULDADE QUALITTAS  EAD","1","1","SP"
"23394","FACULDADE DE ENGENHARIA E ADMINISTRACAO PAULISTA","1","1","SP"
"22425","FACULDADE ESAMC FRANCA","1","1","SP"
"23924","FACULDADE ANHANGUERA DE SAO JOAO DE MERITI","1","1","RJ"
"25377","FACULDADE INPRO","1","1","GO"
"22771","FACULDADE CRISTO REI","1","1","PR"
"21220","FACULDADE SILVA NETO","1","1","DF"
"23118","IBPTECH FACULDADE DE CIENCIAS FORENSES E TECNOLOGIA","1","1","SP"
"23908","FACULDADE SAO FRANCISCO DO CEARA  CRATO","1","1","CE"
"22759","INSTITUTO UNA DE ITABIRA","1","1","MG"
"23912","FACULDADE IBCMED SAO PAULO","1","1","SP"
"24392","FACULDADE DINAMICA","1","1","GO"
"23842","FACULDADE SENAC CEARA","1","1","CE"
"23163","FACULDADE DE EDUCACAO SUPERIOR DE DIVINOPOLIS","1","1","MG"
"24884","FACULDADE MOCA DE SAO PAULO","1","1","SP"
"24214","FACULDADE DOS GENIOS","1","1","MG"
"23273","FACULDADE UNA DE ITUMBIARA","1","1","GO"
"24403","FACULDADE ATENAS SUL DE MINAS","1","1","MG"
"24168","FACULDADE UNIDA DE SAO PAULO","1","1","SP"
"23117","FACULDADE CAPISTRANO DE ABREU","1","1","CE"
"23028","ESCOLA DE SARGENTOS DAS ARMAS","1","1","MG"
"22177","FACULDADE UNIAO PAULISTANA","1","1","SP"
"22716","FACULDADE PITAGORAS DE PENAPOLIS","1","1","SP"
"23798","FACULDADE DE CIENCIAS E EDUCACAO EM SAUDE","1","1","PE"
"23877","FACULDADE ENDEAVOUR","1","1","DF"
"23843","FACULDADE ITEC","1","1","PB"
"24391","FACULDADE DE EDUCACAO DA IBIAPABA","1","1","CE"
"22650","FACULDADE IMPACTOS  FACI","1","1","MT"
"22660","FACULDADE UNYPUBLICA","1","1","PR"
"23236","ESCOLA SUPERIOR SAO JUDAS DE GUARULHOS","1","1","SP"
"23333","FACULDADE DAMASIO EDUCACIONAL","1","1","SP"
"23894","FACULDADE PITAGORAS DE BELEM","1","1","PA"
"23146","FACULDADE DOMINIUS","1","1","BA"
"24400","FACULDADE DOCTUM DE SETE LAGOAS","1","1","MG"
"23332","FACULDADE ALFA DE TEOFILO OTONI","1","1","MG"
"24405","INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DA AMAZONIA","1","1","MA"
"23245","ESCOLA SUPERIOR UNA DE CONSELHEIRO LAFAIETE","1","1","MG"
"24211","INSTITUTO AMAZONICO DE ENSINO SUPERIOR","1","1","AM"
"24074","FACULDADE DE GESTAO EDUCACAO E DE SAUDE","1","1","MT"
"23733","FACULDADE RIO GUARIBAS","1","1","PI"
